Company,2018-08-27-2018-09-04,2018-08-20-2018-08-26,2018-08-04-2018-08-19,2018-06-04-2018-08-03,2018-03-05-2018-06-03,2017-09-04-2018-03-04,"Outstanding Amount"
TCS,0,0,0,690619.57,0,0,690619.57
