tracking_nr,order_nr,package_nr,fk_delivery_company,return_reasons,shipped_date,delivered_date,receivables,status
5005650414,394241362,MPDS-394241362-1044,1,,2018-07-07,2018-07-10,2996,
5005650442,381441362,MPDS-381441362-9798,1,,2018-07-07,2018-07-10,999,
5005650427,388665362,MPDS-388665362-6447,1,,2018-07-07,2018-07-11,275,
5005650505,398917362,MPDS-398917362-5275,1,,2018-07-07,2018-07-10,410.64,
5005650682,399511362,MPDS-399511362-2937,1,,2018-07-07,2018-07-10,636.58,
5005650735,397185362,MPDS-397185362-8453,1,,2018-07-07,2018-07-10,324.16,
5005649714,383947362,MPDS-383947362-6645,1,,2018-07-07,2018-07-10,918.9,
5005649091,383354362,MPDS-383354362-8108,1,R 11- Quality - item damaged,2018-07-07,2018-07-10,1789,
5005650716,397421362,MPDS-397421362-3230,1,,2018-07-07,2018-07-16,362.33,
5005649613,372427362,MPDS-372427362-4152,1,,2018-07-07,2018-07-11,199.5,
5005650192,382185362,MPDS-382185362-3454,1,,2018-07-07,2018-07-11,994,
5005650244,386357362,MPDS-386357362-2830,1,,2018-07-07,2018-07-11,2395,
5005650328,397185362,MPDS-397185362-6843,1,,2018-07-07,2018-07-10,433.16,
5005650674,374717362,MPDS-374717362-1988,1,,2018-07-07,2018-07-11,513.17,
5005650728,321931362,MPDS-321931362-8582,1,,2018-07-07,2018-07-12,2044,
5005650483,384191362,MPDS-384191362-3952,1,,2018-07-07,2018-07-10,347,
5005650484,388651362,MPDS-388651362-3962,1,,2018-07-07,2018-07-10,1478.66,
5005650841,344653362,344653362-8494,1,,2018-07-07,2018-07-10,453,
5005650329,378335362,MPDS-378335362-8706,1,,2018-07-07,2018-07-10,2344,
5005650647,376771362,MPDS-376771362-5905,1,,2018-07-07,2018-07-10,888,
5005650518,358135362,MPDS-358135362-3735,1,,2018-07-07,2018-07-11,1189.8,
5005650773,353163362,MPDS-353163362-8609,1,,2018-07-07,2018-07-10,794,
5005650795,371463362,MPDS-371463362-6211,1,,2018-07-07,2018-07-10,2944,
5005650187,343945362,MPDS-343945362-4536,1,,2018-07-07,2018-07-11,745,
5005650843,322653362,322653362-8722,1,,2018-07-07,2018-07-10,132.64,
5005650157,385495362,MPDS-385495362-5299,1,,2018-07-07,2018-07-10,1098,
5005650207,384675362,MPDS-384675362-4721,1,,2018-07-07,2018-07-10,1039,
5005650236,381455362,MPDS-381455362-2995,1,,2018-07-07,2018-07-10,312.27,
5005650346,368681362,MPDS-368681362-5587,1,,2018-07-07,2018-07-11,1101.68,
5005650562,361781362,MPDS-361781362-6905,1,,2018-07-07,2018-07-10,430,
5005650499,398477362,MPDS-398477362-6059,1,,2018-07-07,2018-07-10,2148,
5005650501,398417362,MPDS-398417362-5070,1,,2018-07-07,2018-07-10,878.43,
5005650503,376225362,MPDS-376225362-7141,1,,2018-07-07,2018-07-10,1349,
5005650508,396885362,MPDS-396885362-9134,1,,2018-07-07,2018-07-10,1779.6,
5005650538,336661362,MPDS-336661362-9715,1,,2018-07-07,2018-07-11,224.88,
5005650539,323381362,MPDS-323381362-7390,1,,2018-07-07,2018-07-11,1196.28,
5005650805,371693362,MPDS-371693362-8742,1,,2018-07-07,2018-07-10,1038.8,
5005650021,397289362,MPDS-397289362-9294,1,,2018-07-07,2018-07-10,598,
5005650585,349851362,MPDS-349851362-3214,1,,2018-07-07,2018-07-10,294,
5005650583,381985362,MPDS-381985362-2521,1,R 9- Size - size too small,2018-07-07,2018-07-10,2511.09,
5005650709,393531362,MPDS-393531362-8805,1,,2018-07-07,2018-07-10,189.8,
5005649341,332648362,MPDS-332648362-9355,1,,2018-07-07,2018-07-10,1838,
5005649533,381336362,MPDS-381336362-7780,1,,2018-07-07,2018-07-10,238.09,
5005649534,386549362,MPDS-386549362-8829,1,,2018-07-07,2018-07-10,316.33,
5005650780,396723362,MPDS-396723362-3444,1,,2018-07-07,2018-07-10,389,
5005649829,381518362,MPDS-381518362-1686,1,,2018-07-07,2018-07-09,777.6,
5005650295,384635362,MPDS-384635362-1963,1,,2018-07-07,2018-07-10,896.25,
5005650014,377187362,MPDS-377187362-8884,1,,2018-07-07,2018-07-12,565.33,
5005650586,384511362,MPDS-384511362-3209,1,,2018-07-07,2018-07-10,48.81,
5005650807,376383362,MPDS-376383362-7783,1,,2018-07-07,2018-07-11,423.32,
5005649260,348869362,MPDS-348869362-8615,1,,2018-07-07,2018-07-11,1544,
5005650571,328555362,MPDS-328555362-3595,1,,2018-07-07,2018-07-10,698.5,
5005650597,336555362,MPDS-336555362-2251,1,,2018-07-07,2018-07-10,2597,
5005650849,391853362,391853362-3556,1,,2018-07-07,2018-07-10,545,
5005650230,399695362,MPDS-399695362-8510,1,,2018-07-07,2018-07-10,744,
5005650232,376775362,MPDS-376775362-7410,1,,2018-07-07,2018-07-10,145,
5005650231,374195362,MPDS-374195362-5192,1,,2018-07-07,2018-07-15,732.17,
5005650337,344441362,MPDS-344441362-1211,1,,2018-07-07,2018-07-11,844,
5005650776,384163362,MPDS-384163362-3873,1,,2018-07-07,2018-07-11,844,
5005650814,384383362,MPDS-384383362-6359,1,,2018-07-07,2018-07-10,544,
5005649576,394229362,MPDS-394229362-3918,1,,2018-07-07,2018-07-11,1698,
5005648868,339974362,MPDS-339974362-5137,1,,2018-07-07,2018-07-10,99.47,
5005650496,398261362,MPDS-398261362-2762,1,,2018-07-07,2018-07-11,2288,
5005650523,396581362,MPDS-396581362-7933,1,,2018-07-07,2018-07-10,2338,
5005650456,323381362,MPDS-323381362-5504,1,,2018-07-07,2018-07-11,180.64,
5005650469,393585362,MPDS-393585362-4046,1,,2018-07-07,2018-07-10,89.64,
5005650544,377157362,MPDS-377157362-2901,1,,2018-07-07,2018-07-12,898.75,
5005650792,375643362,MPDS-375643362-5334,1,,2018-07-07,2018-07-10,495,
5005650315,325325362,MPDS-325325362-2955,1,,2018-07-07,2018-07-10,1144,
5005650796,386483362,MPDS-386483362-2094,1,,2018-07-07,2018-07-10,1144,
5005650779,395993362,MPDS-395993362-2808,1,,2018-07-07,2018-07-12,515,
5005650839,373773362,MPDS-373773362-8264,1,,2018-07-07,2018-07-12,949,
5005650851,359753362,359753362-4963,1,R 9- Size - size too small,2018-07-07,2018-07-10,368,
5005649470,386368362,MPDS-386368362-4750,1,,2018-07-07,2018-07-10,329.8,
5005649519,373562362,MPDS-373562362-3166,1,,2018-07-07,2018-07-10,246.12,
5005649865,342787362,MPDS-342787362-9915,1,R 3- Customer - presentation different on website,2018-07-07,2018-07-10,1030.66,
5005649972,389417362,MPDS-389417362-5017,1,,2018-07-07,2018-07-10,545,
5005649971,383738362,MPDS-383738362-6365,1,,2018-07-07,2018-07-10,698,
5005650150,374195362,MPDS-374195362-9570,1,,2018-07-07,2018-07-11,113.17,
5005650163,378225362,MPDS-378225362-4348,1,,2018-07-07,2018-07-10,1144,
5005650299,382958362,MPDS-382958362-3202,1,,2018-07-07,2018-07-10,944,
5005650373,392691362,MPDS-392691362-9081,1,,2018-07-07,2018-07-10,645,
5005650550,395691362,MPDS-395691362-5519,1,,2018-07-07,2018-07-10,1645,
5005650564,378661362,MPDS-378661362-5591,1,,2018-07-07,2018-07-10,498,
5005650580,377961362,MPDS-377961362-7748,1,,2018-07-07,2018-07-10,498.5,
5005650608,388717362,MPDS-388717362-1437,1,,2018-07-07,2018-07-11,544,
5005650614,373385362,MPDS-373385362-7919,1,,2018-07-07,2018-07-10,565.33,
5005650813,396541362,MPDS-396541362-5396,1,,2018-07-07,2018-07-10,685,
5005649389,391296362,MPDS-391296362-8708,1,,2018-07-07,2018-07-11,636.58,
5005649649,386368362,MPDS-386368362-8069,1,,2018-07-07,2018-07-11,538.8,
5005650751,391581362,MPDS-391581362-4771,1,,2018-07-07,2018-07-10,2995,
5005650173,399265362,MPDS-399265362-1458,1,,2018-07-07,2018-07-11,198,
5005650340,381941362,MPDS-381941362-5380,1,,2018-07-07,2018-07-11,1325,
5005650493,375421362,MPDS-375421362-2433,1,,2018-07-07,2018-07-11,1398.5,
5005650494,374361362,MPDS-374361362-2483,1,,2018-07-07,2018-07-11,1342.29,
5005650787,385391362,MPDS-385391362-5690,1,,2018-07-07,2018-07-10,420,
5005650189,374717362,MPDS-374717362-9656,1,,2018-07-07,2018-07-11,532.17,
5005650212,387395362,MPDS-387395362-4111,1,,2018-07-07,2018-07-10,448.5,
5005650213,374717362,MPDS-374717362-3623,1,,2018-07-07,2018-07-10,582.17,
5005650359,391481362,MPDS-391481362-3911,1,,2018-07-07,2018-07-10,715.33,
5005650488,397615362,MPDS-397615362-2844,1,,2018-07-07,2018-07-11,898.5,
5005650495,381217362,MPDS-381217362-7796,1,,2018-07-07,2018-07-13,465.33,
5005650510,371851362,MPDS-371851362-6462,1,,2018-07-07,2018-07-10,774,
5005650186,397975362,MPDS-397975362-9247,1,,2018-07-07,2018-07-11,466.33,
5005650197,391185362,MPDS-391185362-8659,1,,2018-07-07,2018-07-11,2598,
5005650691,397543362,MPDS-397543362-1942,1,,2018-07-07,2018-07-09,2969,
5005650452,377961362,MPDS-377961362-9859,1,,2018-07-07,2018-07-10,359.5,
5005650165,374195362,MPDS-374195362-7939,1,,2018-07-07,2018-07-15,203.17,
5005650695,396743362,MPDS-396743362-2083,1,,2018-07-07,2018-07-10,269,
5005650635,395831362,MPDS-395831362-1346,1,R 15- Quality - item defective after using it,2018-07-07,2018-07-10,999,
5005650817,337873362,MPDS-337873362-5701,1,R 14- Quality - electronic item does not turn on,2018-07-07,2018-07-10,949.75,
5005650826,386765362,MPDS-386765362-4782,1,,2018-07-07,2018-07-10,1594,
5005650832,371883362,MPDS-371883362-8337,1,R 10- Quality - item incomplete,2018-07-07,2018-07-12,594,
5005650857,326373362,326373362-8251,1,,2018-07-07,2018-07-11,1000,
5005650599,381985362,MPDS-381985362-3079,1,R 6- Quality - wrong item,2018-07-07,2018-07-10,536.51,
5005650600,342941362,MPDS-342941362-4250,1,,2018-07-07,2018-07-10,1344,
5005650602,377611362,MPDS-377611362-1681,1,,2018-07-07,2018-07-10,1797.5,
5005650859,388413362,388413362-7649,1,,2018-07-07,2018-07-10,897.5,
5005650845,396773362,MPDS-396773362-9182,1,,2018-07-07,2018-07-10,694,
5005649403,385498362,MPDS-385498362-6994,1,,2018-07-07,2018-07-10,1694,
5005649979,377617362,MPDS-377617362-1114,1,,2018-07-07,2018-07-10,449,
5005650175,396185362,MPDS-396185362-4020,1,,2018-07-07,2018-07-10,744,
5005650748,341465362,MPDS-341465362-8529,1,,2018-07-07,2018-07-11,528,
5005650808,371383362,MPDS-371383362-6717,1,,2018-07-07,2018-07-10,2444,
5005650444,343185362,MPDS-343185362-3919,1,,2018-07-07,2018-07-10,300,
5005649467,385388362,MPDS-385388362-7622,1,,2018-07-07,2018-07-11,612.14,
5005650782,378693362,MPDS-378693362-6116,1,R 11- Quality - item damaged,2018-07-07,2018-07-11,1570,
5005650573,353215362,MPDS-353215362-5465,1,,2018-07-07,2018-07-11,918,
5005650662,376565362,MPDS-376565362-7319,1,,2018-07-07,2018-07-10,469,
5005650663,389955362,MPDS-389955362-1577,1,,2018-07-07,2018-07-10,431.33,
5005650664,375521362,MPDS-375521362-9601,1,,2018-07-07,2018-07-12,420,
5005650665,389521362,MPDS-389521362-8027,1,,2018-07-07,2018-07-10,329.08,
5005650190,394925362,MPDS-394925362-3989,1,,2018-07-07,2018-07-11,248.5,
5005650555,392115362,MPDS-392115362-1626,1,,2018-07-07,2018-07-11,160.33,
5005650761,386811362,MPDS-386811362-7433,1,,2018-07-07,2018-07-11,245,
5005650847,387143362,MPDS-387143362-1094,1,,2018-07-07,2018-07-11,838.8,
5005650139,371438362,MPDS-371438362-7287,1,,2018-07-07,2018-07-10,1349.75,
5005650201,394377362,MPDS-394377362-7064,1,,2018-07-07,2018-07-09,1098,
5005650202,392417362,MPDS-392417362-7335,1,,2018-07-07,2018-07-09,944,
5005650297,392355362,MPDS-392355362-8466,1,,2018-07-07,2018-07-09,1396,
5005650298,395415362,MPDS-395415362-7904,1,,2018-07-07,2018-07-10,798,
5005650262,385537362,MPDS-385537362-8190,1,,2018-07-07,2018-07-21,732.37,
5005650318,379295362,MPDS-379295362-9641,1,,2018-07-07,2018-07-10,413.74,
5005650336,398917362,MPDS-398917362-6983,1,,2018-07-07,2018-07-10,591.78,
5005650476,344188362,MPDS-344188362-7883,1,R 6- Quality - wrong item,2018-07-07,2018-07-10,2178.5,
5005650767,352711362,MPDS-352711362-7573,1,,2018-07-07,2018-07-11,298,
5005650731,397343362,MPDS-397343362-6444,1,,2018-07-07,2018-07-11,370.66,
5005650768,375731362,MPDS-375731362-7450,1,,2018-07-07,2018-07-11,458.5,
5005650344,385935362,MPDS-385935362-8049,1,,2018-07-07,2018-07-10,744,
5005650738,397421362,MPDS-397421362-8490,1,,2018-07-07,2018-07-16,610.33,
5005650560,397615362,MPDS-397615362-6481,1,,2018-07-07,2018-07-11,384.5,
5005650071,374316362,MPDS-374316362-8684,1,,2018-07-07,2018-07-17,349,
5005650078,353737362,MPDS-353737362-1235,1,,2018-07-07,2018-07-10,445,
5005650159,333195362,MPDS-333195362-8076,1,,2018-07-07,2018-07-10,895,
5005650713,393243362,MPDS-393243362-3156,1,,2018-07-07,2018-07-10,635,
5005650685,389821362,MPDS-389821362-6844,1,,2018-07-07,2018-07-10,175.33,
5005650858,391983362,MPDS-391983362-4238,1,,2018-07-07,2018-07-10,528,
5005650866,395573362,395573362-3803,1,,2018-07-07,2018-07-09,844,
5005650135,376465362,MPDS-376465362-4595,1,,2018-07-07,2018-07-13,1598,
5005650356,392115362,MPDS-392115362-8192,1,,2018-07-07,2018-07-11,365.33,
5005650357,388735362,MPDS-388735362-4419,1,,2018-07-07,2018-07-11,344,
5005650593,388319362,MPDS-388319362-4797,1,R 9- Size - size too small,2018-07-07,2018-07-09,894,
5005650869,311613362,311613362-6247,1,,2018-07-07,2018-07-10,615.33,
5005650588,381981362,MPDS-381981362-3961,1,,2018-07-07,2018-07-10,560,
5005650790,313543362,MPDS-313543362-2386,1,,2018-07-07,2018-07-10,1277.4,
5005649578,394828362,MPDS-394828362-2206,1,,2018-07-07,2018-07-10,189,
5005650144,387817362,MPDS-387817362-3336,1,,2018-07-07,2018-07-12,298,
5005650183,366785362,MPDS-366785362-6531,1,,2018-07-07,2018-07-10,1944,
5005650433,376871362,MPDS-376871362-7056,1,,2018-07-07,2018-07-10,465.33,
5005650436,374361362,MPDS-374361362-3923,1,,2018-07-07,2018-07-10,622.29,
5005650502,326865362,MPDS-326865362-2548,1,,2018-07-07,2018-07-10,261.33,
5005650565,386771362,MPDS-386771362-1615,1,,2018-07-07,2018-07-11,1135.33,
5005650582,391391362,MPDS-391391362-5498,1,,2018-07-07,2018-07-11,498,
5005650590,393635362,MPDS-393635362-5804,1,,2018-07-07,2018-07-17,544,
5005650592,383741362,MPDS-383741362-5229,1,,2018-07-07,2018-07-10,544,
5005650649,381411362,MPDS-381411362-3195,1,,2018-07-07,2018-07-10,379,
5005650491,392891362,MPDS-392891362-7225,1,,2018-07-07,2018-07-10,189.57,
5005650558,376215362,MPDS-376215362-3276,1,,2018-07-07,2018-07-10,945,
5005650871,322653362,322653362-3031,1,,2018-07-07,2018-07-09,66.32,
5005649160,392229362,MPDS-392229362-6750,1,,2018-07-07,2018-07-21,544,
5005649660,379847362,MPDS-379847362-9538,1,,2018-07-07,2018-07-10,534,
5005650016,329768362,MPDS-329768362-4630,1,,2018-07-07,2018-07-11,1338,
5005650069,371956362,MPDS-371956362-7183,1,,2018-07-07,2018-07-10,283.17,
5005650068,381656362,MPDS-381656362-1631,1,,2018-07-07,2018-07-20,395,
5005650070,372356362,MPDS-372356362-9718,1,,2018-07-07,2018-07-10,349,
5005650073,399879362,MPDS-399879362-7883,1,R 9- Size - size too small,2018-07-07,2018-07-13,445,
5005650075,371917362,MPDS-371917362-4806,1,,2018-07-07,2018-07-10,395,
5005650077,383717362,MPDS-383717362-4784,1,,2018-07-07,2018-07-10,395,
5005650258,385835362,MPDS-385835362-7772,1,,2018-07-07,2018-07-10,648,
5005650632,318495362,MPDS-318495362-6374,1,,2018-07-07,2018-07-11,1338,
5005650781,385163362,MPDS-385163362-3891,1,,2018-07-07,2018-07-27,735,
5005650816,374993362,MPDS-374993362-6784,1,,2018-07-07,2018-07-10,1438,
5005650053,323357362,MPDS-323357362-4092,1,,2018-07-07,2018-07-10,1343,
5005650108,376177362,MPDS-376177362-3722,1,,2018-07-07,2018-07-10,498.5,
5005650126,369557362,MPDS-369557362-5211,1,,2018-07-07,2018-07-11,374,
5005650290,398398362,MPDS-398398362-1770,1,,2018-07-07,2018-07-10,219,
5005649398,372946362,MPDS-372946362-9661,1,,2018-07-07,2018-07-10,22.83,
5005649435,387798362,MPDS-387798362-3159,1,,2018-07-07,2018-07-10,211.04,
5005649874,386938362,MPDS-386938362-7860,1,,2018-07-07,2018-07-10,284.75,
5005650278,376447362,MPDS-376447362-5270,1,,2018-07-07,2018-07-13,328,
5005650393,399555362,MPDS-399555362-6594,1,,2018-07-07,2018-07-11,644,
5005650199,393585362,MPDS-393585362-2061,1,,2018-07-07,2018-07-10,313.64,
5005650268,371318362,MPDS-371318362-2395,1,,2018-07-07,2018-07-14,344,
5005650777,392655362,MPDS-392655362-4393,1,,2018-07-07,2018-07-10,474.55,
5005650874,382673362,382673362-7087,1,,2018-07-07,2018-07-09,16.58,
5005649566,386368362,MPDS-386368362-3741,1,,2018-07-07,2018-07-11,538.8,
5005650655,374361362,MPDS-374361362-2737,1,,2018-07-07,2018-07-11,641.29,
5005647624,354431162,MPDS-354431162-6234,1,,2018-07-07,2018-07-09,595,
5005648216,383933162,MPDS-383933162-4164,1,,2018-07-07,2018-07-09,151.17,
5005648933,346382362,MPDS-346382362-2396,1,,2018-07-07,2018-07-09,165.33,
5005648934,338272362,MPDS-338272362-2132,1,,2018-07-07,2018-07-11,138.8,
5005648935,387946362,MPDS-387946362-7468,1,,2018-07-07,2018-07-09,284.86,
5005649228,379776362,MPDS-379776362-3950,1,,2018-07-07,2018-07-09,278.43,
5005649299,371956362,MPDS-371956362-4914,1,,2018-07-07,2018-07-09,121.17,
5005649302,399529362,MPDS-399529362-4808,1,,2018-07-07,2018-07-12,226.33,
5005649363,399728362,MPDS-399728362-8968,1,,2018-07-07,2018-07-10,2396.66,
5005649457,375488362,MPDS-375488362-9003,1,,2018-07-07,2018-07-10,148.75,
5005650022,388445362,MPDS-388445362-9806,1,,2018-07-07,2018-07-10,698,
5005650266,378835362,MPDS-378835362-8241,1,,2018-07-07,2018-07-09,1049,
5005650059,377137362,MPDS-377137362-9681,1,,2018-07-07,2018-07-09,1644,
5005650362,391541362,MPDS-391541362-1301,1,,2018-07-07,2018-07-14,184,
5005650419,396885362,MPDS-396885362-6644,1,,2018-07-07,2018-07-09,199.6,
5005650421,378815362,MPDS-378815362-7979,1,,2018-07-07,2018-07-09,1062.96,
5005650425,392891362,MPDS-392891362-8913,1,,2018-07-07,2018-07-11,239.57,
5005650423,396421362,MPDS-396421362-1443,1,,2018-07-07,2018-07-09,203.05,
5005650453,393185362,MPDS-393185362-9842,1,,2018-07-07,2018-07-09,749,
5005650627,382171362,MPDS-382171362-6170,1,,2018-07-07,2018-07-13,1064,
5005650729,384117362,MPDS-384117362-5548,1,,2018-07-07,2018-07-10,434,
5005650721,384315362,MPDS-384315362-7114,1,,2018-07-07,2018-07-09,1540,
5005650722,389881362,MPDS-389881362-3003,1,,2018-07-07,2018-07-09,209.5,
5005650833,375493362,MPDS-375493362-8362,1,,2018-07-07,2018-07-09,698,
5005650835,397783362,MPDS-397783362-1522,1,,2018-07-07,2018-07-09,809,
5005650885,343113362,343113362-9677,1,,2018-07-07,2018-07-10,265.33,
5005649170,341216362,MPDS-341216362-3336,1,,2018-07-07,2018-07-11,535.17,
5005650316,348695362,MPDS-348695362-5704,1,,2018-07-07,2018-07-10,336.77,
5005650368,395521362,MPDS-395521362-2633,1,,2018-07-07,2018-07-10,200,
5005650366,381455362,MPDS-381455362-4742,1,,2018-07-07,2018-07-10,98.27,
5005650370,381455362,MPDS-381455362-7871,1,,2018-07-07,2018-07-10,212.27,
5005650372,399465362,MPDS-399465362-3740,1,,2018-07-07,2018-07-10,361.33,
5005650375,328555362,MPDS-328555362-4633,1,,2018-07-07,2018-07-10,492.5,
5005650379,384915362,MPDS-384915362-5067,1,,2018-07-07,2018-07-10,395,
5005650390,394361362,MPDS-394361362-7173,1,,2018-07-07,2018-07-10,188.71,
5005650397,352821362,MPDS-352821362-9276,1,,2018-07-07,2018-07-10,249,
5005650403,375421362,MPDS-375421362-8506,1,,2018-07-07,2018-07-10,394.5,
5005650694,375443362,MPDS-375443362-1702,1,R 6- Quality - wrong item,2018-07-07,2018-07-11,638,
5005650698,374331362,MPDS-374331362-9479,1,,2018-07-07,2018-07-10,440,
5005650697,393531362,MPDS-393531362-1490,1,,2018-07-07,2018-07-10,669.6,
5005650887,325313362,325313362-3405,1,,2018-07-07,2018-07-12,598.5,
5005650221,379768362,MPDS-379768362-7547,1,,2018-07-07,2018-07-11,1394,
5005650312,385415362,MPDS-385415362-2683,1,,2018-07-07,2018-07-11,1289,
5005650611,388811362,MPDS-388811362-1007,1,,2018-07-07,2018-07-18,994,
5005650733,395775362,MPDS-395775362-3712,1,,2018-07-07,2018-07-11,1189,
5005650842,382443362,MPDS-382443362-9132,1,,2018-07-07,2018-07-11,1098,
5005648591,381932362,MPDS-381932362-9904,1,,2018-07-07,2018-07-10,158.8,
5005648790,381166362,MPDS-381166362-2378,1,,2018-07-07,2018-07-10,464,
5005648936,348996362,MPDS-348996362-2342,1,,2018-07-07,2018-07-11,414,
5005649411,318448362,MPDS-318448362-6209,1,,2018-07-07,2018-07-10,632.95,
5005649192,375326362,MPDS-375326362-5503,1,,2018-07-07,2018-07-10,589.5,
5005649908,395999362,MPDS-395999362-7984,1,,2018-07-07,2018-07-13,1489.32,
5005649952,343778362,MPDS-343778362-4343,1,,2018-07-07,2018-07-10,2439.8,
5005649955,374987362,MPDS-374987362-3365,1,,2018-07-07,2018-07-10,598,
5005649956,342787362,MPDS-342787362-8062,1,,2018-07-07,2018-07-10,815.33,
5005649963,378357362,MPDS-378357362-5966,1,,2018-07-07,2018-07-10,394,
5005650019,347258362,MPDS-347258362-2085,1,,2018-07-07,2018-07-10,737.66,
5005650057,383557362,MPDS-383557362-6068,1,,2018-07-07,2018-07-10,394,
5005650136,395225362,MPDS-395225362-5722,1,,2018-07-07,2018-07-10,339,
5005650143,381457362,MPDS-381457362-1342,1,,2018-07-07,2018-07-11,448.75,
5005650210,377975362,MPDS-377975362-4460,1,,2018-07-07,2018-07-10,378,
5005650145,397578362,MPDS-397578362-6697,1,,2018-07-07,2018-07-11,322.11,
5005650304,379295362,MPDS-379295362-5664,1,,2018-07-07,2018-07-10,418.42,
5005650314,388635362,MPDS-388635362-9012,1,R 11- Quality - item damaged,2018-07-07,2018-07-11,773,
5005650335,369735362,MPDS-369735362-3990,1,,2018-07-07,2018-07-10,1199.75,
5005650801,371693362,MPDS-371693362-4898,1,,2018-07-07,2018-07-10,614.8,
5005650706,397423362,MPDS-397423362-6208,1,,2018-07-07,2018-07-10,448.75,
5005650482,395651362,MPDS-395651362-9172,1,,2018-07-07,2018-07-10,203.17,
5005650326,398637362,MPDS-398637362-7467,1,,2018-07-07,2018-07-10,2479,
5005650441,393785362,MPDS-393785362-2909,1,,2018-07-07,2018-07-09,505,
5005649926,384977362,MPDS-384977362-3560,1,,2018-07-07,2018-07-09,248,
5005650161,388328362,MPDS-388328362-3460,1,,2018-07-07,2018-07-09,340,
5005650215,379557362,MPDS-379557362-3783,1,,2018-07-07,2018-07-09,198,
5005650121,391837362,MPDS-391837362-6231,1,,2018-07-07,2018-07-09,695,
5005650378,393381362,MPDS-393381362-6958,1,,2018-07-07,2018-07-09,224,
5005650380,375157362,MPDS-375157362-1483,1,,2018-07-07,2018-07-09,349.78,
5005650448,388635362,MPDS-388635362-8781,1,,2018-07-07,2018-07-11,789.36,
5005650636,386941362,MPDS-386941362-1338,1,,2018-07-07,2018-07-11,309.8,
5005650673,392311362,MPDS-392311362-7842,1,,2018-07-07,2018-07-09,454.84,
5005650675,396421362,MPDS-396421362-2475,1,,2018-07-07,2018-07-09,899.75,
5005650677,339311362,MPDS-339311362-7813,1,,2018-07-07,2018-07-11,995,
5005650676,392891362,MPDS-392891362-8714,1,,2018-07-07,2018-07-11,890.57,
5005649957,376587362,MPDS-376587362-6687,1,,2018-07-07,2018-07-10,1048.5,
5005650367,387515362,MPDS-387515362-2785,1,,2018-07-07,2018-07-10,1090,
5005650365,325885362,MPDS-325885362-2194,1,,2018-07-07,2018-07-11,167.33,
5005650369,336661362,MPDS-336661362-8108,1,,2018-07-07,2018-07-11,824.08,
5005650389,353857362,MPDS-353857362-7568,1,,2018-07-07,2018-07-10,438,
5005650478,393887362,MPDS-393887362-1571,1,,2018-07-07,2018-07-10,1101.58,
5005650479,376847362,MPDS-376847362-1436,1,,2018-07-07,2018-07-10,1098.5,
5005650480,388495362,MPDS-388495362-4700,1,R 3- Customer - presentation different on website,2018-07-07,2018-07-10,848.75,
5005650702,368943362,MPDS-368943362-5638,1,,2018-07-07,2018-07-10,733.33,
5005650465,347371362,MPDS-347371362-7538,1,,2018-07-07,2018-07-10,644,
5005649951,369312362,MPDS-369312362-6659,1,,2018-07-07,2018-07-10,1048.75,
5005650534,388635362,MPDS-388635362-9761,1,,2018-07-07,2018-07-11,1514.72,
5005650492,323381362,MPDS-323381362-6558,1,,2018-07-07,2018-07-11,792.45,
5005650696,393531362,MPDS-393531362-5120,1,,2018-07-07,2018-07-10,188.8,
5005650903,394713362,394713362-8283,1,,2018-07-07,2018-07-10,216,
5005649548,391486362,MPDS-391486362-2190,1,,2018-07-07,2018-07-10,597,
5005649549,384488362,MPDS-384488362-5834,1,,2018-07-07,2018-07-10,598,
5005649606,371288362,MPDS-371288362-9104,1,,2018-07-07,2018-07-09,302.17,
5005649605,368828362,MPDS-368828362-5779,1,,2018-07-07,2018-07-12,19.8,
5005649917,391258362,MPDS-391258362-5576,1,,2018-07-07,2018-07-09,394,
5005649918,376457362,MPDS-376457362-5592,1,,2018-07-07,2018-07-11,348,
5005649929,372777362,MPDS-372777362-7048,1,,2018-07-07,2018-07-09,316.33,
5005649930,379177362,MPDS-379177362-1674,1,,2018-07-07,2018-07-09,697,
5005650056,385687362,MPDS-385687362-3413,1,,2018-07-07,2018-07-09,138.8,
5005650233,392915362,MPDS-392915362-6323,1,,2018-07-07,2018-07-09,734,
5005650074,398118362,MPDS-398118362-7418,1,,2018-07-07,2018-07-11,444,
5005650281,396337362,MPDS-396337362-3779,1,,2018-07-07,2018-07-11,665.33,
5005650334,374717362,MPDS-374717362-3762,1,,2018-07-07,2018-07-11,1063.34,
5005650355,395861362,MPDS-395861362-3094,1,,2018-07-07,2018-07-09,299,
5005650377,398417362,MPDS-398417362-6672,1,,2018-07-07,2018-07-10,682.29,
5005650401,371635362,MPDS-371635362-4179,1,,2018-07-07,2018-07-11,483,
5005650429,393181362,MPDS-393181362-4089,1,,2018-07-07,2018-07-09,665.33,
5005650746,397123362,MPDS-397123362-5815,1,,2018-07-07,2018-07-11,1695.99,
5005649894,379577362,MPDS-379577362-5962,1,,2018-07-07,2018-07-10,1670.82,
5005650029,375245362,MPDS-375245362-5095,1,,2018-07-07,2018-07-11,49.62,
5005649934,383588362,MPDS-383588362-3377,1,,2018-07-07,2018-07-09,934,
5005650194,356795362,MPDS-356795362-1136,1,,2018-07-07,2018-07-11,605,
5005650284,387375362,MPDS-387375362-6058,1,,2018-07-07,2018-07-12,1094.05,
