tracking_nr,order_nr,package_nr,fk_delivery_company,return_reasons,shipped_date,delivered_date,receivables,status
5005658008,353144692,MPDS-353144692-3341,1,,2018-07-17,2018-07-19,408.27,
5005658200,395764692,MPDS-395764692-5177,1,,2018-07-17,2018-07-20,173.43,
5005658422,322184692,MPDS-322184692-9781,1,,2018-07-17,2018-07-19,799.5,
5005658428,367524692,MPDS-367524692-2146,1,,2018-07-17,2018-07-20,1010.68,
5005658409,391933292,MPDS-391933292-9494,1,,2018-07-17,2018-07-19,1041.53,
5005658516,374754692,374754692-3326,1,,2018-07-17,2018-07-18,370,
5005658073,379761292,MPDS-379761292-4382,1,,2018-07-17,2018-07-19,624.88,
5005657357,396491292,MPDS-396491292-8582,1,,2018-07-17,2018-07-19,1185.33,
5005657603,378121292,MPDS-378121292-6797,1,,2018-07-17,2018-07-19,175.33,
5005658327,388194692,MPDS-388194692-3730,1,,2018-07-17,2018-07-20,399,
5005657813,384773292,MPDS-384773292-2414,1,,2018-07-17,2018-07-20,289.75,
5005658520,343274692,343274692-5504,1,,2018-07-17,2018-07-20,791.56,
5005658228,399193292,MPDS-399193292-2519,1,,2018-07-17,2018-07-19,1538.8,
5005658227,396483292,MPDS-396483292-7344,1,,2018-07-17,2018-07-19,998,
5005658254,396283292,MPDS-396283292-3673,1,,2018-07-17,2018-07-19,1549,
5005658249,397824692,MPDS-397824692-5521,1,,2018-07-17,2018-07-20,216.33,
5005657775,353583292,MPDS-353583292-1958,1,,2018-07-17,2018-07-20,199.5,
5005657877,391563292,MPDS-391563292-2849,1,,2018-07-17,2018-07-19,2795,
5005657844,353583292,MPDS-353583292-3472,1,,2018-07-17,2018-07-19,224.5,
5005658427,388483292,MPDS-388483292-2332,1,,2018-07-17,2018-07-19,794,
5005657784,395123292,MPDS-395123292-1820,1,,2018-07-17,2018-07-19,228,
5005657686,384411292,MPDS-384411292-6975,1,,2018-07-17,2018-07-19,1579,
5005657687,399523292,MPDS-399523292-8693,1,,2018-07-17,2018-07-19,689,
5005657688,376463292,MPDS-376463292-6400,1,,2018-07-17,2018-07-21,756.33,
5005658271,374264692,MPDS-374264692-8528,1,,2018-07-17,2018-07-20,249.47,
5005656260,322527292,MPDS-322527292-7418,1,,2018-07-17,2018-07-19,944,
5005657420,381371292,MPDS-381371292-7063,1,,2018-07-17,2018-07-20,798,
5005656764,397435292,MPDS-397435292-1456,1,,2018-07-17,2018-07-19,2094,
5005658538,328814692,328814692-6630,1,,2018-07-17,2018-07-19,408.49,
5005657907,387453292,MPDS-387453292-8335,1,,2018-07-17,2018-07-19,442.5,
5005657659,396823292,MPDS-396823292-1026,1,,2018-07-17,2018-07-19,117.25,
5005657781,398283292,MPDS-398283292-9159,1,,2018-07-17,2018-07-19,205.33,
5005658060,383824692,MPDS-383824692-2391,1,,2018-07-17,2018-07-21,620.6,
5005658229,351264692,MPDS-351264692-1191,1,,2018-07-17,2018-07-19,425.8,
5005658434,365384692,MPDS-365384692-8396,1,,2018-07-17,2018-07-19,138.84,
5005658208,319924692,MPDS-319924692-7171,1,,2018-07-17,2018-07-23,794,
5005657805,395893292,MPDS-395893292-3255,1,R 11- Quality - item damaged,2018-07-17,2018-07-21,225.91,
5005658272,372824692,MPDS-372824692-3225,1,,2018-07-17,2018-07-19,2076.26,
5005658514,325193292,MPDS-325193292-1553,1,,2018-07-17,2018-07-19,684,
5005656661,365997292,MPDS-365997292-5024,1,,2018-07-17,2018-07-19,382.5,
5005657666,378635292,MPDS-378635292-1007,1,,2018-07-17,2018-07-22,809.8,
5005658564,337814692,337814692-1735,1,,2018-07-17,2018-07-18,99.5,
5005658527,336994692,MPDS-336994692-6486,1,,2018-07-17,2018-07-19,127.43,
5005658143,326964692,MPDS-326964692-6783,1,,2018-07-17,2018-07-19,2231.32,
5005658212,396823292,MPDS-396823292-4713,1,,2018-07-17,2018-07-19,114.14,
5005657824,397253292,MPDS-397253292-8880,1,R 15- Quality - item defective after using it,2018-07-17,2018-07-19,590,
5005658067,391617292,MPDS-391617292-5381,1,,2018-07-17,2018-07-19,300,
5005658068,376787292,MPDS-376787292-1445,1,,2018-07-17,2018-07-23,600,
5005658477,379874692,MPDS-379874692-7631,1,,2018-07-17,2018-07-20,1444,
5005658578,389234692,389234692-4039,1,,2018-07-17,2018-07-18,764,
5005657141,381637292,MPDS-381637292-1315,1,,2018-07-17,2018-07-19,207.16,
5005658136,378693292,MPDS-378693292-6086,1,,2018-07-17,2018-07-19,197.6,
5005658138,394363292,MPDS-394363292-5701,1,R 6- Quality - wrong item,2018-07-17,2018-07-19,180.16,
5005658139,345151292,MPDS-345151292-7213,1,,2018-07-17,2018-07-21,452.14,
5005657754,379691292,MPDS-379691292-2967,1,,2018-07-17,2018-07-20,238,
5005658257,399744692,MPDS-399744692-2124,1,,2018-07-17,2018-07-19,1297.72,
5005657476,388351292,MPDS-388351292-7040,1,,2018-07-17,2018-07-19,104.76,
5005658116,374964692,MPDS-374964692-6211,1,,2018-07-17,2018-07-19,649.5,
5005657713,315881292,MPDS-315881292-5058,1,,2018-07-17,2018-07-19,444,
5005657712,381341292,MPDS-381341292-2300,1,R 3- Customer - presentation different on website,2018-07-17,2018-07-19,398,
5005657714,376611292,MPDS-376611292-1894,1,,2018-07-17,2018-07-20,644,
5005657716,323443292,MPDS-323443292-6261,1,,2018-07-17,2018-07-20,444,
5005657718,393693292,MPDS-393693292-6986,1,,2018-07-17,2018-07-19,444,
5005658293,391244692,MPDS-391244692-1588,1,,2018-07-17,2018-07-20,444,
5005657769,346251292,MPDS-346251292-5919,1,,2018-07-17,2018-07-19,1020,
5005657771,317441292,MPDS-317441292-5463,1,,2018-07-17,2018-07-19,848.5,
5005657772,394441292,MPDS-394441292-5155,1,,2018-07-17,2018-07-20,1356.34,
5005657779,379683292,MPDS-379683292-2500,1,,2018-07-17,2018-07-19,1444,
5005658006,383844692,MPDS-383844692-4761,1,,2018-07-17,2018-07-20,299.75,
5005658093,398733292,MPDS-398733292-5291,1,,2018-07-17,2018-07-19,312.02,
5005658296,313691292,MPDS-313691292-8546,1,,2018-07-17,2018-07-23,298.06,
5005657789,332663292,MPDS-332663292-2646,1,,2018-07-17,2018-07-19,865,
5005658255,396144692,MPDS-396144692-9626,1,,2018-07-17,2018-07-19,698,
5005658388,343844692,MPDS-343844692-6418,1,,2018-07-17,2018-07-19,242.75,
5005658391,389333292,MPDS-389333292-6885,1,,2018-07-17,2018-07-19,126.58,
5005658400,373764692,MPDS-373764692-9163,1,,2018-07-17,2018-07-24,235,
5005657993,382837292,MPDS-382837292-9684,1,R 4- Customer - dislike general/color/material/style,2018-07-17,2018-07-19,479,
5005657994,395385292,MPDS-395385292-6380,1,,2018-07-17,2018-07-21,959,
5005658521,385214692,MPDS-385214692-8352,1,,2018-07-17,2018-07-19,429.75,
5005658555,383854692,MPDS-383854692-1965,1,,2018-07-17,2018-07-20,2670,
5005658552,394184692,MPDS-394184692-2444,1,,2018-07-17,2018-07-20,244,
5005658499,397694692,MPDS-397694692-5463,1,,2018-07-17,2018-07-19,2097.5,
5005656508,374887292,MPDS-374887292-7788,1,,2018-07-17,2018-07-19,1144,
5005657134,399219292,MPDS-399219292-9631,1,,2018-07-17,2018-07-21,205.21,
5005658119,385553292,MPDS-385553292-2851,1,,2018-07-17,2018-07-19,96.8,
5005658314,336994692,MPDS-336994692-2278,1,,2018-07-17,2018-07-19,377.43,
5005658591,336834692,336834692-9277,1,,2018-07-17,2018-07-19,520.19,
5005657967,399244692,MPDS-399244692-5445,1,,2018-07-17,2018-07-19,594,
5005658193,374164692,MPDS-374164692-6526,1,,2018-07-17,2018-07-19,394,
5005658275,371764692,MPDS-371764692-6708,1,,2018-07-17,2018-07-19,448,
5005658384,391713292,MPDS-391713292-7065,1,,2018-07-17,2018-07-19,374,
5005658481,377254692,MPDS-377254692-2575,1,,2018-07-17,2018-07-19,510,
5005658105,381711292,MPDS-381711292-4599,1,,2018-07-17,2018-07-19,519.5,
5005658107,376613292,MPDS-376613292-3001,1,,2018-07-17,2018-07-20,2262.66,
5005658108,397624692,MPDS-397624692-9935,1,,2018-07-17,2018-07-19,868,
5005658606,364334692,364334692-8676,1,,2018-07-17,2018-07-19,433.4,
5005658290,313691292,MPDS-313691292-9302,1,,2018-07-17,2018-07-23,975.04,
5005658307,395764692,MPDS-395764692-1589,1,,2018-07-17,2018-07-19,112.43,
5005658308,313691292,MPDS-313691292-4264,1,,2018-07-17,2018-07-23,289.35,
5005658543,394114692,MPDS-394114692-4630,1,,2018-07-17,2018-07-21,1233.6,
5005656982,384937292,MPDS-384937292-1135,1,,2018-07-17,2018-07-20,638.45,
5005657562,394731292,MPDS-394731292-6657,1,,2018-07-17,2018-07-19,495,
5005657508,335811292,MPDS-335811292-9024,1,,2018-07-17,2018-07-20,1729.4,
5005657777,388561292,MPDS-388561292-3807,1,,2018-07-17,2018-07-19,2695,
5005656961,312437292,MPDS-312437292-3119,1,,2018-07-17,2018-07-19,1044,
5005657703,383711292,MPDS-383711292-5509,1,,2018-07-17,2018-07-19,938.8,
5005657706,337671292,MPDS-337671292-5418,1,,2018-07-17,2018-07-19,844,
5005657705,397671292,MPDS-397671292-3935,1,,2018-07-17,2018-07-21,998,
5005657707,386651292,MPDS-386651292-5765,1,,2018-07-17,2018-07-23,998,
5005658036,386944692,MPDS-386944692-9833,1,,2018-07-17,2018-07-19,865.33,
5005656849,353267292,MPDS-353267292-4842,1,,2018-07-17,2018-07-19,577,
5005658082,396823292,MPDS-396823292-2144,1,,2018-07-17,2018-07-19,288.66,
5005658084,326983292,MPDS-326983292-1505,1,,2018-07-17,2018-07-19,705,
5005658086,397313292,MPDS-397313292-9123,1,,2018-07-17,2018-07-19,248.75,
5005658408,378693292,MPDS-378693292-8816,1,,2018-07-17,2018-07-19,147.6,
5005657733,319163292,MPDS-319163292-2335,1,,2018-07-17,2018-07-20,1349.5,
5005656581,387145292,MPDS-387145292-3736,1,,2018-07-17,2018-07-20,2297,
5005658221,398844692,MPDS-398844692-8210,1,,2018-07-17,2018-07-19,722.88,
5005657246,374581292,MPDS-374581292-8895,1,,2018-07-17,2018-07-19,199.75,
5005657778,382583292,MPDS-382583292-9588,1,,2018-07-17,2018-07-20,1098,
5005658196,371724692,MPDS-371724692-2350,1,,2018-07-17,2018-07-19,79.04,
5005657394,387451292,MPDS-387451292-3456,1,,2018-07-17,2018-07-21,394,
5005657521,398615292,MPDS-398615292-6720,1,,2018-07-17,2018-07-19,535,
5005657522,395351292,MPDS-395351292-5719,1,,2018-07-17,2018-07-21,138.75,
5005657531,398841292,MPDS-398841292-9096,1,,2018-07-17,2018-07-19,237.8,
5005657543,399711292,MPDS-399711292-9293,1,,2018-07-17,2018-07-19,1015,
5005657936,393243292,MPDS-393243292-8633,1,,2018-07-17,2018-07-19,399,
5005658220,374313292,MPDS-374313292-8663,1,,2018-07-17,2018-07-20,298,
5005658224,383663292,MPDS-383663292-2175,1,,2018-07-17,2018-07-19,1518,
5005658238,381224692,MPDS-381224692-8130,1,,2018-07-17,2018-07-19,332.78,
5005658241,378693292,MPDS-378693292-1397,1,,2018-07-17,2018-07-19,2302.6,
5005658320,374264692,MPDS-374264692-7144,1,,2018-07-17,2018-07-20,645.9,
5005658321,337353292,MPDS-337353292-4148,1,,2018-07-17,2018-07-19,466.97,
5005656605,391317292,MPDS-391317292-2376,1,,2018-07-17,2018-07-19,538,
5005656695,383455292,MPDS-383455292-3561,1,,2018-07-17,2018-07-19,444,
5005657446,383851292,MPDS-383851292-3009,1,,2018-07-17,2018-07-19,994,
5005657791,374123292,MPDS-374123292-7425,1,,2018-07-17,2018-07-19,798,
5005658003,375353292,MPDS-375353292-8425,1,,2018-07-17,2018-07-24,844,
5005658437,398894692,MPDS-398894692-5089,1,,2018-07-17,2018-07-19,429.85,
5005658438,384624692,MPDS-384624692-9308,1,R 11- Quality - item damaged,2018-07-17,2018-07-21,399,
5005658501,399864692,MPDS-399864692-2447,1,,2018-07-17,2018-07-20,1422.66,
5005658537,354754692,MPDS-354754692-1319,1,,2018-07-17,2018-07-19,844,
5005658160,392624692,MPDS-392624692-7235,1,,2018-07-17,2018-07-19,919,
5005658061,392543292,MPDS-392543292-3564,1,,2018-07-17,2018-07-21,444,
5005658064,395573292,MPDS-395573292-8430,1,,2018-07-17,2018-07-19,2398,
5005658561,384424692,MPDS-384424692-6651,1,,2018-07-17,2018-07-19,280,
5005658567,369364692,MPDS-369364692-6439,1,,2018-07-17,2018-07-20,625,
5005658440,313691292,MPDS-313691292-5295,1,,2018-07-17,2018-07-23,249.7,
5005658511,314913292,MPDS-314913292-3187,1,,2018-07-17,2018-07-19,394,
5005658517,373954692,MPDS-373954692-6597,1,,2018-07-17,2018-07-19,535.01,
5005658526,336994692,MPDS-336994692-3493,1,,2018-07-17,2018-07-19,127.43,
5005658519,311284692,MPDS-311284692-2242,1,,2018-07-17,2018-07-19,78.75,
5005658534,399813292,MPDS-399813292-9790,1,,2018-07-17,2018-07-20,152.17,
5005657648,327343292,MPDS-327343292-9461,1,,2018-07-17,2018-07-19,544,
5005657788,387973292,MPDS-387973292-3818,1,,2018-07-17,2018-07-19,141.33,
5005658277,398494692,MPDS-398494692-1882,1,,2018-07-17,2018-07-23,997,
5005658294,383631292,MPDS-383631292-6359,1,,2018-07-17,2018-07-19,683.17,
5005658436,335384692,MPDS-335384692-4563,1,,2018-07-17,2018-07-19,342.66,
5005658483,399654692,MPDS-399654692-6410,1,,2018-07-17,2018-07-20,1599,
5005658568,392914692,MPDS-392914692-5744,1,,2018-07-17,2018-07-19,1059,
5005658341,313691292,MPDS-313691292-3415,1,,2018-07-17,2018-07-23,449.9,
5005658340,381763292,MPDS-381763292-9485,1,,2018-07-17,2018-07-19,294,
5005658485,311954692,MPDS-311954692-9540,1,,2018-07-17,2018-07-19,589.5,
5005658518,392274692,MPDS-392274692-7087,1,,2018-07-17,2018-07-21,935,
5005658080,347464692,MPDS-347464692-9309,1,,2018-07-17,2018-07-20,827.43,
5005658498,398574692,MPDS-398574692-4384,1,,2018-07-17,2018-07-19,440.64,
5005658585,396823292,MPDS-396823292-1581,1,,2018-07-17,2018-07-19,773.73,
5005657959,379761292,MPDS-379761292-7527,1,,2018-07-17,2018-07-19,789.03,
5005657963,376553292,MPDS-376553292-4116,1,,2018-07-17,2018-07-20,1144,
5005657964,329211292,MPDS-329211292-2192,1,,2018-07-17,2018-07-19,944,
5005658319,383844692,MPDS-383844692-5355,1,,2018-07-17,2018-07-19,1048.75,
5005658318,398644692,MPDS-398644692-2605,1,,2018-07-17,2018-07-19,736.5,
5005658334,379324692,MPDS-379324692-8880,1,,2018-07-17,2018-07-20,898,
5005658322,393164692,MPDS-393164692-3771,1,,2018-07-17,2018-07-19,1038.8,
5005658335,374264692,MPDS-374264692-9115,1,,2018-07-17,2018-07-20,756.36,
5005657767,398293292,MPDS-398293292-9067,1,,2018-07-17,2018-07-19,1898,
5005658155,385964692,MPDS-385964692-1140,1,,2018-07-17,2018-07-20,1145,
5005658233,387524692,MPDS-387524692-8860,1,,2018-07-17,2018-07-22,1198,
5005658237,375581292,MPDS-375581292-6181,1,,2018-07-17,2018-07-19,1098,
5005658236,399851292,MPDS-399851292-3883,1,,2018-07-17,2018-07-20,2297.5,
5005658643,336834692,336834692-7738,1,,2018-07-17,2018-07-19,1511.76,
5005656689,386658292,MPDS-386658292-8303,1,,2018-07-17,2018-07-21,369.87,
5005656690,396797292,MPDS-396797292-5350,1,,2018-07-17,2018-07-20,297.11,
5005656691,387395292,MPDS-387395292-4179,1,,2018-07-17,2018-07-19,374,
5005656948,336261292,MPDS-336261292-9867,1,,2018-07-17,2018-07-19,402.58,
5005657191,367961292,MPDS-367961292-8752,1,,2018-07-17,2018-07-20,264.5,
5005657510,377211292,MPDS-377211292-3734,1,,2018-07-17,2018-07-20,1623,
5005657517,398561292,MPDS-398561292-1173,1,,2018-07-17,2018-07-19,1098,
5005657539,333991292,MPDS-333991292-9780,1,,2018-07-17,2018-07-19,1194,
5005657559,387871292,MPDS-387871292-5207,1,,2018-07-17,2018-07-19,1098,
5005657557,322761292,MPDS-322761292-6806,1,R 15- Quality - item defective after using it,2018-07-17,2018-07-20,1144,
5005657566,393211292,MPDS-393211292-1851,1,,2018-07-17,2018-07-19,891.84,
5005657568,339971292,MPDS-339971292-9558,1,,2018-07-17,2018-07-19,1144,
5005657937,393833292,MPDS-393833292-6422,1,,2018-07-17,2018-07-20,2599,
5005658098,346253292,MPDS-346253292-3100,1,,2018-07-17,2018-07-19,344.8,
5005658097,389373292,MPDS-389373292-1927,1,,2018-07-17,2018-07-20,1588.11,
5005658144,399193292,MPDS-399193292-8925,1,,2018-07-17,2018-07-19,204.8,
5005658178,372964692,MPDS-372964692-7735,1,,2018-07-17,2018-07-19,944,
5005658261,389583292,MPDS-389583292-4275,1,,2018-07-17,2018-07-23,598,
5005658313,383694692,MPDS-383694692-2884,1,,2018-07-17,2018-07-19,2645,
5005658336,378931292,MPDS-378931292-3551,1,,2018-07-17,2018-07-21,634,
5005658354,397223292,MPDS-397223292-3455,1,,2018-07-17,2018-07-19,1144,
5005658371,381583292,MPDS-381583292-1565,1,,2018-07-17,2018-07-19,145,
5005658540,375435292,MPDS-375435292-9594,1,,2018-07-17,2018-07-20,2499,
5005657807,394391292,MPDS-394391292-3519,1,,2018-07-17,2018-07-19,218,
5005657997,392153292,MPDS-392153292-3687,1,,2018-07-17,2018-07-19,588.3,
5005658549,398254692,MPDS-398254692-4828,1,,2018-07-17,2018-07-19,498,
5005658550,398254692,MPDS-398254692-3198,1,,2018-07-17,2018-07-19,498,
5005658414,392813292,MPDS-392813292-8381,1,,2018-07-17,2018-07-21,844,
5005658069,391483292,MPDS-391483292-1552,1,,2018-07-17,2018-07-19,1044,
5005658070,392464692,MPDS-392464692-4152,1,,2018-07-17,2018-07-19,164,
5005658345,398894692,MPDS-398894692-8428,1,,2018-07-17,2018-07-19,339.85,
5005658628,329742692,MPDS-329742692-4000,1,,2018-07-17,2018-07-19,1195,
5005658356,378764692,MPDS-378764692-5167,1,,2018-07-17,2018-07-20,398.5,
5005658216,385513292,MPDS-385513292-5478,1,,2018-07-17,2018-07-19,1949,
5005658532,312414692,MPDS-312414692-7119,1,,2018-07-17,2018-07-19,2095,
5005658541,331433292,MPDS-331433292-6984,1,,2018-07-17,2018-07-19,2066.73,
5005656524,362797292,MPDS-362797292-3607,1,,2018-07-17,2018-07-20,865.33,
5005657879,395111292,MPDS-395111292-2003,1,,2018-07-17,2018-07-20,644,
5005658104,383844692,MPDS-383844692-1774,1,,2018-07-17,2018-07-19,948.75,
5005657868,343973292,MPDS-343973292-6475,1,,2018-07-17,2018-07-20,1245,
5005657950,356333292,MPDS-356333292-1079,1,,2018-07-17,2018-07-19,2285.39,
5005658081,371724692,MPDS-371724692-7589,1,,2018-07-17,2018-07-19,2756.2,
5005657014,393629292,MPDS-393629292-9081,1,,2018-07-17,2018-07-19,344,
5005657015,385435292,MPDS-385435292-3190,1,,2018-07-17,2018-07-20,966.4,
5005657729,395893292,MPDS-395893292-6268,1,,2018-07-17,2018-07-19,537.09,
5005658167,353144692,MPDS-353144692-4392,1,,2018-07-17,2018-07-19,711.73,
5005657329,392967292,MPDS-392967292-6166,1,,2018-07-17,2018-07-19,236.98,
5005658260,346993292,MPDS-346993292-6995,1,,2018-07-17,2018-07-19,258.5,
5005658262,397353292,MPDS-397353292-8107,1,,2018-07-17,2018-07-19,987,
5005658263,373744692,MPDS-373744692-6209,1,,2018-07-17,2018-07-19,794,
5005658494,398663292,MPDS-398663292-9685,1,,2018-07-17,2018-07-19,860.27,
5005658265,319964692,MPDS-319964692-1551,1,,2018-07-17,2018-07-19,223.24,
5005658648,357842692,357842692-2130,1,,2018-07-17,2018-07-19,317,
5005657806,361873292,MPDS-361873292-2657,1,,2018-07-17,2018-07-19,663.5,
5005658074,389333292,MPDS-389333292-8133,1,,2018-07-17,2018-07-19,234.43,
5005658195,397824692,MPDS-397824692-4296,1,,2018-07-17,2018-07-20,665.33,
5005658210,373744692,MPDS-373744692-9703,1,,2018-07-17,2018-07-19,598,
5005658211,314264692,MPDS-314264692-5712,1,,2018-07-17,2018-07-19,582.37,
5005658528,374414692,MPDS-374414692-6308,1,,2018-07-17,2018-07-19,1027,
5005658016,389373292,MPDS-389373292-1403,1,,2018-07-17,2018-07-20,147.11,
5005658018,346993292,MPDS-346993292-9077,1,,2018-07-17,2018-07-19,997.5,
5005658649,338942692,338942692-5451,1,,2018-07-17,2018-07-23,1034.22,
5005658622,382842692,MPDS-382842692-3349,1,,2018-07-17,2018-07-19,371.11,
5005658449,382724692,MPDS-382724692-4852,1,,2018-07-17,2018-07-19,1544,
5005658289,399494692,MPDS-399494692-4239,1,,2018-07-17,2018-07-19,498,
5005658288,394694692,MPDS-394694692-8244,1,,2018-07-17,2018-07-21,344,
5005658651,388222692,388222692-7732,1,,2018-07-17,2018-07-22,721.5,
5005656576,353365292,MPDS-353365292-5326,1,,2018-07-17,2018-07-19,1635,
5005657408,356335292,MPDS-356335292-5812,1,,2018-07-17,2018-07-19,1094.5,
5005657609,321843292,MPDS-321843292-6540,1,,2018-07-17,2018-07-21,348.75,
5005657689,374863292,MPDS-374863292-9158,1,,2018-07-17,2018-07-20,615,
5005657899,394173292,MPDS-394173292-3253,1,,2018-07-17,2018-07-19,2368,
5005658109,387624692,MPDS-387624692-1111,1,,2018-07-17,2018-07-20,1645,
5005658267,393524692,MPDS-393524692-2748,1,,2018-07-17,2018-07-19,1099,
5005658390,395764692,MPDS-395764692-7293,1,,2018-07-17,2018-07-19,627.43,
5005658421,386474692,MPDS-386474692-7292,1,,2018-07-17,2018-07-21,1166.33,
5005657574,376111292,MPDS-376111292-1860,1,,2018-07-17,2018-07-19,1599,
5005657948,393973292,MPDS-393973292-3879,1,,2018-07-17,2018-07-19,798,
5005657904,374913292,MPDS-374913292-4676,1,,2018-07-17,2018-07-19,966.57,
5005657947,396663292,MPDS-396663292-9456,1,,2018-07-17,2018-07-20,798,
5005658207,319964692,MPDS-319964692-2489,1,,2018-07-17,2018-07-19,602.24,
5005657267,376765292,MPDS-376765292-5248,1,,2018-07-17,2018-07-19,1194,
5005657544,398838292,MPDS-398838292-8550,1,,2018-07-17,2018-07-23,349.75,
5005657546,335737292,MPDS-335737292-5410,1,,2018-07-17,2018-07-19,339.8,
5005657549,394545292,MPDS-394545292-6369,1,,2018-07-17,2018-07-19,399,
5005657545,384937292,MPDS-384937292-3301,1,,2018-07-17,2018-07-19,114.63,
5005657552,387795292,MPDS-387795292-4315,1,,2018-07-17,2018-07-20,445,
5005657555,375335292,MPDS-375335292-1563,1,,2018-07-17,2018-07-19,383.37,
5005658569,395523292,MPDS-395523292-1882,1,,2018-07-17,2018-07-19,918,
5005658571,373744692,MPDS-373744692-8794,1,,2018-07-17,2018-07-19,399,
5005658570,387213292,MPDS-387213292-4760,1,,2018-07-17,2018-07-19,399,
5005658572,394484692,MPDS-394484692-1816,1,,2018-07-17,2018-07-24,445,
5005657663,393935292,MPDS-393935292-6686,1,,2018-07-17,2018-07-19,168.43,
5005656238,378627292,MPDS-378627292-2311,1,,2018-07-17,2018-07-19,591,
5005657891,374913292,MPDS-374913292-5425,1,R 3- Customer - presentation different on website,2018-07-17,2018-07-20,1138.67,
5005656884,383215292,MPDS-383215292-4043,1,,2018-07-17,2018-07-19,2664.5,
5005657820,393731292,MPDS-393731292-3981,1,R 3- Customer - presentation different on website,2018-07-17,2018-07-22,2348.75,
5005658092,391644692,MPDS-391644692-4231,1,,2018-07-17,2018-07-19,1716.33,
5005658304,313691292,MPDS-313691292-7084,1,,2018-07-17,2018-07-23,588.19,
5005657618,372931292,MPDS-372931292-1689,1,,2018-07-17,2018-07-20,848.5,
5005657835,391883292,MPDS-391883292-2265,1,,2018-07-17,2018-07-19,314,
5005657742,398283292,MPDS-398283292-8745,1,,2018-07-17,2018-07-19,311.33,
5005657837,344523292,MPDS-344523292-8776,1,,2018-07-17,2018-07-19,437,
5005657838,384683292,MPDS-384683292-2350,1,,2018-07-17,2018-07-19,454,
5005657839,391573292,MPDS-391573292-9725,1,,2018-07-17,2018-07-20,288,
5005657875,375491292,MPDS-375491292-8234,1,,2018-07-17,2018-07-20,248,
5005658326,398894692,MPDS-398894692-4700,1,,2018-07-17,2018-07-19,383.7,
5005658383,393694692,MPDS-393694692-9365,1,,2018-07-17,2018-07-19,594,
5005658633,395742692,MPDS-395742692-1895,1,,2018-07-17,2018-07-19,127.43,
5005657670,381661292,MPDS-381661292-9922,1,,2018-07-17,2018-07-19,995,
5005657151,392165292,MPDS-392165292-8141,1,,2018-07-17,2018-07-19,1106.33,
5005657898,398913292,MPDS-398913292-7625,1,,2018-07-17,2018-07-19,1259,
5005657917,366433292,MPDS-366433292-4513,1,,2018-07-17,2018-07-28,2745,
5005658009,391723292,MPDS-391723292-1780,1,,2018-07-17,2018-07-19,2899,
5005656285,316239292,MPDS-316239292-7004,1,,2018-07-17,2018-07-19,579,
5005656775,373289292,MPDS-373289292-7219,1,,2018-07-17,2018-07-19,555.99,
5005657833,372923292,MPDS-372923292-3064,1,,2018-07-17,2018-07-19,199,
5005658226,375733292,MPDS-375733292-6819,1,,2018-07-17,2018-07-21,725.76,
5005657744,397763292,MPDS-397763292-5629,1,,2018-07-17,2018-07-19,928,
5005657887,393923292,MPDS-393923292-7913,1,,2018-07-17,2018-07-19,498,
5005657889,381693292,MPDS-381693292-1110,1,,2018-07-17,2018-07-19,649,
5005657890,397453292,MPDS-397453292-4047,1,,2018-07-17,2018-07-19,796,
5005657892,375413292,MPDS-375413292-6993,1,,2018-07-17,2018-07-20,99,
5005658032,383924692,MPDS-383924692-4530,1,,2018-07-17,2018-07-24,297.75,
5005658456,396464692,MPDS-396464692-5873,1,,2018-07-17,2018-07-19,348,
5005658458,391994692,MPDS-391994692-6122,1,,2018-07-17,2018-07-19,398,
5005658605,392354692,MPDS-392354692-6190,1,,2018-07-17,2018-07-20,365.33,
5005658252,393873292,MPDS-393873292-9430,1,,2018-07-17,2018-07-19,1598,
5005656341,383238292,MPDS-383238292-5161,1,,2018-07-17,2018-07-20,187.66,
5005658653,345422692,345422692-4101,1,,2018-07-17,2018-07-19,811,
5005657840,393493292,MPDS-393493292-4387,1,,2018-07-17,2018-07-19,638.36,
5005658258,375753292,MPDS-375753292-3119,1,,2018-07-17,2018-07-22,998,
5005656206,383878292,MPDS-383878292-7423,1,,2018-07-17,2018-07-19,698,
5005656758,364975292,MPDS-364975292-5926,1,,2018-07-17,2018-07-19,617.4,
5005657534,377811292,MPDS-377811292-1255,1,,2018-07-17,2018-07-19,61.58,
5005657535,377811292,MPDS-377811292-7219,1,,2018-07-17,2018-07-19,61.58,
5005657656,396381292,MPDS-396381292-2100,1,,2018-07-17,2018-07-19,444,
5005657690,395143292,MPDS-395143292-6792,1,,2018-07-17,2018-07-19,644,
5005657691,399363292,MPDS-399363292-2899,1,,2018-07-17,2018-07-19,998,
5005658206,386283292,MPDS-386283292-8337,1,,2018-07-17,2018-07-19,1199.5,
5005658297,397993292,MPDS-397993292-4954,1,,2018-07-17,2018-07-20,698,
5005658300,396813292,MPDS-396813292-3158,1,,2018-07-17,2018-07-19,648.75,
5005658301,398733292,MPDS-398733292-8412,1,,2018-07-17,2018-07-19,136.92,
5005658157,385563292,MPDS-385563292-2131,1,,2018-07-17,2018-07-20,394,
5005658159,394283292,MPDS-394283292-2526,1,,2018-07-17,2018-07-20,295.5,
5005658163,399813292,MPDS-399813292-8052,1,,2018-07-17,2018-07-20,181.17,
5005658165,396244692,MPDS-396244692-8073,1,,2018-07-17,2018-07-19,491.33,
