tracking_nr,cod_received,chq_nr,deposit_date
5005641826,821,Direct Deposit,2018-07-21
5005641839,286,Direct Deposit,2018-07-21
5005641841,751,Direct Deposit,2018-07-21
5005641845,227,Direct Deposit,2018-07-21
5005641853,794,Direct Deposit,2018-07-21
5005641886,482,Direct Deposit,2018-07-21
5005641887,701,Direct Deposit,2018-07-21
5005641888,701,Direct Deposit,2018-07-21
5005641890,891,Direct Deposit,2018-07-21
5005641893,505,Direct Deposit,2018-07-21
5005641894,402,Direct Deposit,2018-07-21
5005641896,182,Direct Deposit,2018-07-21
5005641898,96,Direct Deposit,2018-07-21
5005641901,2621,Direct Deposit,2018-07-21
5005641906,1636,Direct Deposit,2018-07-21
5005641957,152,Direct Deposit,2018-07-21
5005641963,555,Direct Deposit,2018-07-21
5005641965,1252,Direct Deposit,2018-07-21
5005641981,205,Direct Deposit,2018-07-21
5005641986,1023,Direct Deposit,2018-07-21
5005641994,1445,Direct Deposit,2018-07-21
5005641995,805,Direct Deposit,2018-07-21
5005641997,751,Direct Deposit,2018-07-21
5005641998,268,Direct Deposit,2018-07-21
5005642004,446,Direct Deposit,2018-07-21
5005642007,944,Direct Deposit,2018-07-21
5005642009,301,Direct Deposit,2018-07-21
5005642010,247,Direct Deposit,2018-07-21
5005642046,201,Direct Deposit,2018-07-21
5005642053,196,Direct Deposit,2018-07-21
5005642064,1170,Direct Deposit,2018-07-21
5005642067,1622,Direct Deposit,2018-07-21
5005642127,982,Direct Deposit,2018-07-21
5005642130,231,Direct Deposit,2018-07-21
5005642149,1501,Direct Deposit,2018-07-21
5005642173,346,Direct Deposit,2018-07-21
5005642175,135,Direct Deposit,2018-07-21
5005642250,2636,Direct Deposit,2018-07-21
5005642351,354,Direct Deposit,2018-07-21
5005642369,205,Direct Deposit,2018-07-21
5005642377,166,Direct Deposit,2018-07-21
5005642384,529,Direct Deposit,2018-07-21
5005642498,105,Direct Deposit,2018-07-21
5005642502,485,Direct Deposit,2018-07-21
5005642538,23,Direct Deposit,2018-07-21
5004752003,878,Direct Deposit,2018-07-20
5004752040,410,Direct Deposit,2018-07-20
5004752494,560,Direct Deposit,2018-07-20
5004752806,143,Direct Deposit,2018-07-20
5004753052,36,Direct Deposit,2018-07-20
5004753260,319,Direct Deposit,2018-07-20
5004753307,190,Direct Deposit,2018-07-20
5004753475,110,Direct Deposit,2018-07-20
5004753612,359,Direct Deposit,2018-07-20
5004753668,90,Direct Deposit,2018-07-20
5004753681,110,Direct Deposit,2018-07-20
5004753696,110,Direct Deposit,2018-07-20
5004753745,90,Direct Deposit,2018-07-20
5004753752,1260,Direct Deposit,2018-07-20
5004753766,20,Direct Deposit,2018-07-20
5004753768,110,Direct Deposit,2018-07-20
5004753853,651,Direct Deposit,2018-07-20
5004753981,40,Direct Deposit,2018-07-20
5004754042,110,Direct Deposit,2018-07-20
5004754067,230,Direct Deposit,2018-07-20
5004754077,90,Direct Deposit,2018-07-20
5004754108,330,Direct Deposit,2018-07-20
5004754114,110,Direct Deposit,2018-07-20
5004754123,90,Direct Deposit,2018-07-20
5004754207,1715,Direct Deposit,2018-07-20
5004754218,90,Direct Deposit,2018-07-20
5004754233,90,Direct Deposit,2018-07-20
5004754235,1963,Direct Deposit,2018-07-20
5004754243,20,Direct Deposit,2018-07-20
5004754247,774,Direct Deposit,2018-07-20
5004754277,90,Direct Deposit,2018-07-20
5004754281,110,Direct Deposit,2018-07-20
5004754287,90,Direct Deposit,2018-07-20
5004754288,339,Direct Deposit,2018-07-20
5004754295,90,Direct Deposit,2018-07-20
5004754300,912,Direct Deposit,2018-07-20
5004754304,818,Direct Deposit,2018-07-20
5004754307,90,Direct Deposit,2018-07-20
5004754317,90,Direct Deposit,2018-07-20
5004754320,170,Direct Deposit,2018-07-20
5004754338,1695,Direct Deposit,2018-07-20
5004754342,578,Direct Deposit,2018-07-20
5004754367,90,Direct Deposit,2018-07-20
5004754379,356,Direct Deposit,2018-07-20
5004754382,410,Direct Deposit,2018-07-20
5004754386,110,Direct Deposit,2018-07-20
5004754400,170,Direct Deposit,2018-07-20
5004754404,130,Direct Deposit,2018-07-20
5004754405,356,Direct Deposit,2018-07-20
5004754409,210,Direct Deposit,2018-07-20
5004754412,684,Direct Deposit,2018-07-20
5004754413,110,Direct Deposit,2018-07-20
5004754427,660,Direct Deposit,2018-07-20
5004754432,719,Direct Deposit,2018-07-20
5004754435,90,Direct Deposit,2018-07-20
5004754440,90,Direct Deposit,2018-07-20
5004754441,410,Direct Deposit,2018-07-20
5004754447,90,Direct Deposit,2018-07-20
5004754452,19,Direct Deposit,2018-07-20
5004754455,671,Direct Deposit,2018-07-20
5004754463,1816,Direct Deposit,2018-07-20
5004754465,860,Direct Deposit,2018-07-20
5004754467,565,Direct Deposit,2018-07-20
5004754469,736,Direct Deposit,2018-07-20
5004754476,61,Direct Deposit,2018-07-20
5004754482,61,Direct Deposit,2018-07-20
5004754486,61,Direct Deposit,2018-07-20
5004754489,413,Direct Deposit,2018-07-20
5004754492,736,Direct Deposit,2018-07-20
5004754495,61,Direct Deposit,2018-07-20
5004754497,45,Direct Deposit,2018-07-20
5004754502,61,Direct Deposit,2018-07-20
5004754510,696,Direct Deposit,2018-07-20
5004754520,660,Direct Deposit,2018-07-20
5004754524,90,Direct Deposit,2018-07-20
5004754525,319,Direct Deposit,2018-07-20
5004754526,58,Direct Deposit,2018-07-20
5004754529,1160,Direct Deposit,2018-07-20
5004754530,90,Direct Deposit,2018-07-20
5004754542,479,Direct Deposit,2018-07-20
5004754544,719,Direct Deposit,2018-07-20
5004754546,90,Direct Deposit,2018-07-20
5004754549,210,Direct Deposit,2018-07-20
5004754558,370,Direct Deposit,2018-07-20
5004754559,151,Direct Deposit,2018-07-20
5004754563,799,Direct Deposit,2018-07-20
5004754569,91,Direct Deposit,2018-07-20
5004754573,241,Direct Deposit,2018-07-20
5004754574,191,Direct Deposit,2018-07-20
5004754575,151,Direct Deposit,2018-07-20
5004754577,861,Direct Deposit,2018-07-20
5004754578,50,Direct Deposit,2018-07-20
5004754581,91,Direct Deposit,2018-07-20
5004754585,430,Direct Deposit,2018-07-20
5004754588,799,Direct Deposit,2018-07-20
5004754592,223,Direct Deposit,2018-07-20
5004754595,402,Direct Deposit,2018-07-20
5004754597,402,Direct Deposit,2018-07-20
5004754598,71,Direct Deposit,2018-07-20
5004754600,1078,Direct Deposit,2018-07-20
5004754602,71,Direct Deposit,2018-07-20
5004754603,359,Direct Deposit,2018-07-20
5004754604,179,Direct Deposit,2018-07-20
5004754607,280,Direct Deposit,2018-07-20
5004754608,402,Direct Deposit,2018-07-20
5004754611,190,Direct Deposit,2018-07-20
5004754612,899,Direct Deposit,2018-07-20
5004754613,72,Direct Deposit,2018-07-20
5004754615,780,Direct Deposit,2018-07-20
5004754616,919,Direct Deposit,2018-07-20
5004754618,419,Direct Deposit,2018-07-20
5004754620,979,Direct Deposit,2018-07-20
5004754622,130,Direct Deposit,2018-07-20
5004754623,319,Direct Deposit,2018-07-20
5004754624,927,Direct Deposit,2018-07-20
5004754627,962,Direct Deposit,2018-07-20
5004754628,71,Direct Deposit,2018-07-20
5004754631,359,Direct Deposit,2018-07-20
5004754632,340,Direct Deposit,2018-07-20
5004754633,91,Direct Deposit,2018-07-20
5004754637,2101,Direct Deposit,2018-07-20
5004754638,180,Direct Deposit,2018-07-20
5004754639,130,Direct Deposit,2018-07-20
5004754640,402,Direct Deposit,2018-07-20
5004754641,381,Direct Deposit,2018-07-20
5004754644,1696,Direct Deposit,2018-07-20
5004754645,822,Direct Deposit,2018-07-20
5004754646,421,Direct Deposit,2018-07-20
5004754649,191,Direct Deposit,2018-07-20
5004754654,319,Direct Deposit,2018-07-20
5004754655,564,Direct Deposit,2018-07-20
5004754658,553,Direct Deposit,2018-07-20
5004754660,179,Direct Deposit,2018-07-20
5004754664,150,Direct Deposit,2018-07-20
5004754665,1071,Direct Deposit,2018-07-20
5004754666,2261,Direct Deposit,2018-07-20
5004754667,1281,Direct Deposit,2018-07-20
5004754670,402,Direct Deposit,2018-07-20
5004754671,299,Direct Deposit,2018-07-20
5004754672,302,Direct Deposit,2018-07-20
5004754673,822,Direct Deposit,2018-07-20
5004754674,71,Direct Deposit,2018-07-20
5004754675,91,Direct Deposit,2018-07-20
5004754676,619,Direct Deposit,2018-07-20
5004754677,841,Direct Deposit,2018-07-20
5004754678,90,Direct Deposit,2018-07-20
5004754679,421,Direct Deposit,2018-07-20
5004754680,1091,Direct Deposit,2018-07-20
5004754681,110,Direct Deposit,2018-07-20
5004754682,210,Direct Deposit,2018-07-20
5004754683,141,Direct Deposit,2018-07-20
5004754684,90,Direct Deposit,2018-07-20
5004754685,120,Direct Deposit,2018-07-20
5004754686,180,Direct Deposit,2018-07-20
5004754687,1081,Direct Deposit,2018-07-20
5004754688,529,Direct Deposit,2018-07-20
5004754690,693,Direct Deposit,2018-07-20
5004754691,91,Direct Deposit,2018-07-20
5004754692,219,Direct Deposit,2018-07-20
5004754696,1011,Direct Deposit,2018-07-20
5004754699,91,Direct Deposit,2018-07-20
5004754700,801,Direct Deposit,2018-07-20
5004754702,962,Direct Deposit,2018-07-20
5004754703,1001,Direct Deposit,2018-07-20
5004754709,640,Direct Deposit,2018-07-20
5004754710,139,Direct Deposit,2018-07-20
5004754711,2329,Direct Deposit,2018-07-20
5004754713,70,Direct Deposit,2018-07-20
5004754714,838,Direct Deposit,2018-07-20
5004754715,1802,Direct Deposit,2018-07-20
5004754716,1802,Direct Deposit,2018-07-20
5004754717,163,Direct Deposit,2018-07-20
5004754718,71,Direct Deposit,2018-07-20
5004754719,861,Direct Deposit,2018-07-20
5004754720,1032,Direct Deposit,2018-07-20
5004754722,626,Direct Deposit,2018-07-20
5004754723,402,Direct Deposit,2018-07-20
5004754724,110,Direct Deposit,2018-07-20
5004754726,320,Direct Deposit,2018-07-20
5004754728,841,Direct Deposit,2018-07-20
5004754729,250,Direct Deposit,2018-07-20
5004754730,130,Direct Deposit,2018-07-20
5004754731,190,Direct Deposit,2018-07-20
5004754732,1051,Direct Deposit,2018-07-20
5004754733,91,Direct Deposit,2018-07-20
5004754734,279,Direct Deposit,2018-07-20
5004754735,359,Direct Deposit,2018-07-20
5004754736,402,Direct Deposit,2018-07-20
5004754737,320,Direct Deposit,2018-07-20
5004754738,130,Direct Deposit,2018-07-20
5004754739,71,Direct Deposit,2018-07-20
5004754740,50,Direct Deposit,2018-07-20
5004754742,91,Direct Deposit,2018-07-20
5004754744,110,Direct Deposit,2018-07-20
5004754745,151,Direct Deposit,2018-07-20
5004754746,110,Direct Deposit,2018-07-20
5004754748,2012,Direct Deposit,2018-07-20
5004754749,962,Direct Deposit,2018-07-20
5004754750,339,Direct Deposit,2018-07-20
5004754751,981,Direct Deposit,2018-07-20
5004754752,340,Direct Deposit,2018-07-20
5004754753,71,Direct Deposit,2018-07-20
5004754754,71,Direct Deposit,2018-07-20
5004754756,755,Direct Deposit,2018-07-20
5004754757,70,Direct Deposit,2018-07-20
5004754758,91,Direct Deposit,2018-07-20
5004754759,765,Direct Deposit,2018-07-20
5004754760,801,Direct Deposit,2018-07-20
5004754761,50,Direct Deposit,2018-07-20
5004754762,1841,Direct Deposit,2018-07-20
5004754763,861,Direct Deposit,2018-07-20
5004754764,430,Direct Deposit,2018-07-20
5004754765,50,Direct Deposit,2018-07-20
5004754767,884,Direct Deposit,2018-07-20
5004754770,717,Direct Deposit,2018-07-20
5004754771,1032,Direct Deposit,2018-07-20
5004754772,1032,Direct Deposit,2018-07-20
5004754773,1032,Direct Deposit,2018-07-20
5004754774,50,Direct Deposit,2018-07-20
5004754775,3111,Direct Deposit,2018-07-20
5004754776,390,Direct Deposit,2018-07-20
5004754777,1110,Direct Deposit,2018-07-20
5004754778,370,Direct Deposit,2018-07-20
5004754779,1032,Direct Deposit,2018-07-20
5004754780,50,Direct Deposit,2018-07-20
5004754781,150,Direct Deposit,2018-07-20
5004754782,1323,Direct Deposit,2018-07-20
5004754783,71,Direct Deposit,2018-07-20
5004754785,1029,Direct Deposit,2018-07-20
5004754787,220,Direct Deposit,2018-07-20
5004754788,841,Direct Deposit,2018-07-20
5004754789,822,Direct Deposit,2018-07-20
5004754790,769,Direct Deposit,2018-07-20
5004754793,666,Direct Deposit,2018-07-20
5004754795,906,Direct Deposit,2018-07-20
5004754796,402,Direct Deposit,2018-07-20
5004754797,50,Direct Deposit,2018-07-20
5004754798,130,Direct Deposit,2018-07-20
5004754799,1078,Direct Deposit,2018-07-20
5004754802,289,Direct Deposit,2018-07-20
5004754805,71,Direct Deposit,2018-07-20
5004754807,91,Direct Deposit,2018-07-20
5004754809,190,Direct Deposit,2018-07-20
5004754810,981,Direct Deposit,2018-07-20
5004754814,90,Direct Deposit,2018-07-20
5004754816,91,Direct Deposit,2018-07-20
5004754821,731,Direct Deposit,2018-07-20
5004754822,71,Direct Deposit,2018-07-20
5004754823,110,Direct Deposit,2018-07-20
5004754829,70,Direct Deposit,2018-07-20
5004754830,2071,Direct Deposit,2018-07-20
5004754831,190,Direct Deposit,2018-07-20
5004754832,110,Direct Deposit,2018-07-20
5004754833,1,Direct Deposit,2018-07-20
5004754838,871,Direct Deposit,2018-07-20
5004754842,892,Direct Deposit,2018-07-20
5004754845,130,Direct Deposit,2018-07-20
5004754846,91,Direct Deposit,2018-07-20
5004754847,109,Direct Deposit,2018-07-20
5004754854,170,Direct Deposit,2018-07-20
5004754855,138,Direct Deposit,2018-07-20
5004754856,130,Direct Deposit,2018-07-20
5004754857,822,Direct Deposit,2018-07-20
5004754858,1771,Direct Deposit,2018-07-20
5004754859,110,Direct Deposit,2018-07-20
5004754860,801,Direct Deposit,2018-07-20
5004754861,160,Direct Deposit,2018-07-20
5004754863,391,Direct Deposit,2018-07-20
5004754864,370,Direct Deposit,2018-07-20
5004754865,150,Direct Deposit,2018-07-20
5004754866,1732,Direct Deposit,2018-07-20
5004754867,307,Direct Deposit,2018-07-20
5004754868,91,Direct Deposit,2018-07-20
5004754869,128,Direct Deposit,2018-07-20
5004754875,130,Direct Deposit,2018-07-20
5004754877,1032,Direct Deposit,2018-07-20
5004754882,861,Direct Deposit,2018-07-20
5004754884,40,Direct Deposit,2018-07-20
5004754887,130,Direct Deposit,2018-07-20
5004754890,861,Direct Deposit,2018-07-20
5004754896,130,Direct Deposit,2018-07-20
5004754898,50,Direct Deposit,2018-07-20
5004754899,2051,Direct Deposit,2018-07-20
5004754900,546,Direct Deposit,2018-07-20
5004754901,319,Direct Deposit,2018-07-20
5004754904,91,Direct Deposit,2018-07-20
5004754906,91,Direct Deposit,2018-07-20
5004754907,678,Direct Deposit,2018-07-20
5004754908,1051,Direct Deposit,2018-07-20
5004754909,391,Direct Deposit,2018-07-20
5004754910,151,Direct Deposit,2018-07-20
5004754911,778,Direct Deposit,2018-07-20
5004754912,2141,Direct Deposit,2018-07-20
5004754913,363,Direct Deposit,2018-07-20
5004754915,391,Direct Deposit,2018-07-20
5004754917,40,Direct Deposit,2018-07-20
5004754918,323,Direct Deposit,2018-07-20
5004754920,402,Direct Deposit,2018-07-20
5004754921,71,Direct Deposit,2018-07-20
5004754923,962,Direct Deposit,2018-07-20
5004754924,137,Direct Deposit,2018-07-20
5004754925,822,Direct Deposit,2018-07-20
5004754927,801,Direct Deposit,2018-07-20
5004754928,108,Direct Deposit,2018-07-20
5004754930,130,Direct Deposit,2018-07-20
5004754931,402,Direct Deposit,2018-07-20
5004754932,71,Direct Deposit,2018-07-20
5004754933,1141,Direct Deposit,2018-07-20
5004754934,91,Direct Deposit,2018-07-20
5004754936,430,Direct Deposit,2018-07-20
5004754937,402,Direct Deposit,2018-07-20
5004754938,391,Direct Deposit,2018-07-20
5004754940,71,Direct Deposit,2018-07-20
5004754941,70,Direct Deposit,2018-07-20
5004754943,209,Direct Deposit,2018-07-20
5004754944,402,Direct Deposit,2018-07-20
5004754945,91,Direct Deposit,2018-07-20
5004754946,160,Direct Deposit,2018-07-20
5004754947,700,Direct Deposit,2018-07-20
5004754948,1,Direct Deposit,2018-07-20
5004754949,130,Direct Deposit,2018-07-20
5004754950,381,Direct Deposit,2018-07-20
5004754951,275,Direct Deposit,2018-07-20
5004754952,259,Direct Deposit,2018-07-20
5004754953,7507,Direct Deposit,2018-07-20
5004754954,71,Direct Deposit,2018-07-20
5004754957,460,Direct Deposit,2018-07-20
5004754958,70,Direct Deposit,2018-07-20
5004754960,110,Direct Deposit,2018-07-20
5004754961,1180,Direct Deposit,2018-07-20
5004754962,402,Direct Deposit,2018-07-20
5004754963,2012,Direct Deposit,2018-07-20
5004754964,71,Direct Deposit,2018-07-20
5004754965,441,Direct Deposit,2018-07-20
5004754966,370,Direct Deposit,2018-07-20
5004754967,110,Direct Deposit,2018-07-20
5004754969,209,Direct Deposit,2018-07-20
5004754970,3630,Direct Deposit,2018-07-20
5004754971,808,Direct Deposit,2018-07-20
5004754973,71,Direct Deposit,2018-07-20
5004754974,91,Direct Deposit,2018-07-20
5004754975,50,Direct Deposit,2018-07-20
5004754977,700,Direct Deposit,2018-07-20
5004754978,822,Direct Deposit,2018-07-20
5004754980,74,Direct Deposit,2018-07-20
5004754981,1306,Direct Deposit,2018-07-20
5004754982,110,Direct Deposit,2018-07-20
5004754983,372,Direct Deposit,2018-07-20
5004754985,91,Direct Deposit,2018-07-20
5004754986,1180,Direct Deposit,2018-07-20
5004754987,130,Direct Deposit,2018-07-20
5004754988,1,Direct Deposit,2018-07-20
5004754989,1771,Direct Deposit,2018-07-20
5004754991,71,Direct Deposit,2018-07-20
5004754993,822,Direct Deposit,2018-07-20
5004754998,640,Direct Deposit,2018-07-20
5004754999,71,Direct Deposit,2018-07-20
5004755002,91,Direct Deposit,2018-07-20
5004755003,50,Direct Deposit,2018-07-20
5004755004,822,Direct Deposit,2018-07-20
5004755005,71,Direct Deposit,2018-07-20
5004755006,71,Direct Deposit,2018-07-20
5004755009,71,Direct Deposit,2018-07-20
5004755010,1431,Direct Deposit,2018-07-20
5004755011,91,Direct Deposit,2018-07-20
5004755012,151,Direct Deposit,2018-07-20
5004755013,71,Direct Deposit,2018-07-20
5004755015,110,Direct Deposit,2018-07-20
5004755016,441,Direct Deposit,2018-07-20
5004755017,229,Direct Deposit,2018-07-20
5004755018,71,Direct Deposit,2018-07-20
5004755019,579,Direct Deposit,2018-07-20
5004755020,71,Direct Deposit,2018-07-20
5004755021,822,Direct Deposit,2018-07-20
5004755023,1001,Direct Deposit,2018-07-20
5004755024,71,Direct Deposit,2018-07-20
5004755025,104,Direct Deposit,2018-07-20
5004755026,56,Direct Deposit,2018-07-20
5004755027,1349,Direct Deposit,2018-07-20
5004755028,2079,Direct Deposit,2018-07-20
5004755030,409,Direct Deposit,2018-07-20
5004755031,250,Direct Deposit,2018-07-20
5004755032,822,Direct Deposit,2018-07-20
5004755033,151,Direct Deposit,2018-07-20
5004755034,315,Direct Deposit,2018-07-20
5004755035,402,Direct Deposit,2018-07-20
5004755036,279,Direct Deposit,2018-07-20
5004755037,822,Direct Deposit,2018-07-20
5004755038,279,Direct Deposit,2018-07-20
5004755039,71,Direct Deposit,2018-07-20
5004755040,40,Direct Deposit,2018-07-20
5004755041,71,Direct Deposit,2018-07-20
5004755043,91,Direct Deposit,2018-07-20
5004755044,71,Direct Deposit,2018-07-20
5004755046,91,Direct Deposit,2018-07-20
5004755047,91,Direct Deposit,2018-07-20
5004755048,71,Direct Deposit,2018-07-20
5004755049,402,Direct Deposit,2018-07-20
5004755050,50,Direct Deposit,2018-07-20
5004755051,110,Direct Deposit,2018-07-20
5004755053,85,Direct Deposit,2018-07-20
5004755055,509,Direct Deposit,2018-07-20
5004755056,439,Direct Deposit,2018-07-20
5004755058,71,Direct Deposit,2018-07-20
5004755059,359,Direct Deposit,2018-07-20
5004755061,71,Direct Deposit,2018-07-20
5004755062,71,Direct Deposit,2018-07-20
5004755063,1921,Direct Deposit,2018-07-20
5004755064,110,Direct Deposit,2018-07-20
5004755066,479,Direct Deposit,2018-07-20
5004755067,40,Direct Deposit,2018-07-20
5004755068,381,Direct Deposit,2018-07-20
5004755069,801,Direct Deposit,2018-07-20
5004755070,71,Direct Deposit,2018-07-20
5004755071,196,Direct Deposit,2018-07-20
5004755074,841,Direct Deposit,2018-07-20
5004755075,110,Direct Deposit,2018-07-20
5004755076,381,Direct Deposit,2018-07-20
5004755077,70,Direct Deposit,2018-07-20
5004755079,1141,Direct Deposit,2018-07-20
5004755080,1071,Direct Deposit,2018-07-20
5004755082,110,Direct Deposit,2018-07-20
5004755083,1180,Direct Deposit,2018-07-20
5004755085,350,Direct Deposit,2018-07-20
5004755086,822,Direct Deposit,2018-07-20
5004755087,140,Direct Deposit,2018-07-20
5004755088,249,Direct Deposit,2018-07-20
5004755089,120,Direct Deposit,2018-07-20
5004755090,170,Direct Deposit,2018-07-20
5004755092,1141,Direct Deposit,2018-07-20
5004755094,50,Direct Deposit,2018-07-20
5004755095,30,Direct Deposit,2018-07-20
5004755096,50,Direct Deposit,2018-07-20
5004755099,53,Direct Deposit,2018-07-20
5004755101,801,Direct Deposit,2018-07-20
5004755102,71,Direct Deposit,2018-07-20
5004755103,71,Direct Deposit,2018-07-20
5004755104,50,Direct Deposit,2018-07-20
5004755105,358,Direct Deposit,2018-07-20
5004755106,941,Direct Deposit,2018-07-20
5004755108,71,Direct Deposit,2018-07-20
5004755109,320,Direct Deposit,2018-07-20
5004755110,220,Direct Deposit,2018-07-20
5004755111,381,Direct Deposit,2018-07-20
5004755112,801,Direct Deposit,2018-07-20
5004755113,241,Direct Deposit,2018-07-20
5004755114,71,Direct Deposit,2018-07-20
5004755115,822,Direct Deposit,2018-07-20
5004755116,71,Direct Deposit,2018-07-20
5004755117,359,Direct Deposit,2018-07-20
5004755118,320,Direct Deposit,2018-07-20
5004755119,1558,Direct Deposit,2018-07-20
5004755120,71,Direct Deposit,2018-07-20
5004755121,71,Direct Deposit,2018-07-20
5004755122,256,Direct Deposit,2018-07-20
5004755123,4765,Direct Deposit,2018-07-20
5004755124,110,Direct Deposit,2018-07-20
5004755125,130,Direct Deposit,2018-07-20
5004755126,71,Direct Deposit,2018-07-20
5004755127,110,Direct Deposit,2018-07-20
5004755128,739,Direct Deposit,2018-07-20
5004755129,71,Direct Deposit,2018-07-20
5004755130,130,Direct Deposit,2018-07-20
5004755131,1141,Direct Deposit,2018-07-20
5004755132,1120,Direct Deposit,2018-07-20
5004755133,822,Direct Deposit,2018-07-20
5004755134,402,Direct Deposit,2018-07-20
5004755135,631,Direct Deposit,2018-07-20
5004755137,110,Direct Deposit,2018-07-20
5004755138,381,Direct Deposit,2018-07-20
5004755139,861,Direct Deposit,2018-07-20
5004755140,1071,Direct Deposit,2018-07-20
5004755141,130,Direct Deposit,2018-07-20
5004755142,40,Direct Deposit,2018-07-20
5004755144,110,Direct Deposit,2018-07-20
5004755145,50,Direct Deposit,2018-07-20
5004755146,121,Direct Deposit,2018-07-20
5004755148,320,Direct Deposit,2018-07-20
5004755149,391,Direct Deposit,2018-07-20
5004755150,498,Direct Deposit,2018-07-20
5004755151,229,Direct Deposit,2018-07-20
5004755154,370,Direct Deposit,2018-07-20
5004755157,141,Direct Deposit,2018-07-20
5004755158,110,Direct Deposit,2018-07-20
5004755159,71,Direct Deposit,2018-07-20
5004755160,71,Direct Deposit,2018-07-20
5004755161,110,Direct Deposit,2018-07-20
5004755164,71,Direct Deposit,2018-07-20
5004755165,110,Direct Deposit,2018-07-20
5004755166,130,Direct Deposit,2018-07-20
5004755168,2261,Direct Deposit,2018-07-20
5004755169,71,Direct Deposit,2018-07-20
5004755173,1537,Direct Deposit,2018-07-20
5004755175,91,Direct Deposit,2018-07-20
5004755176,861,Direct Deposit,2018-07-20
5004755177,449,Direct Deposit,2018-07-20
5004755178,91,Direct Deposit,2018-07-20
5004755179,71,Direct Deposit,2018-07-20
5004755180,3031,Direct Deposit,2018-07-20
5004755181,822,Direct Deposit,2018-07-20
5004755182,71,Direct Deposit,2018-07-20
5004755185,71,Direct Deposit,2018-07-20
5004755186,110,Direct Deposit,2018-07-20
5004755187,91,Direct Deposit,2018-07-20
5004755189,822,Direct Deposit,2018-07-20
5004755191,91,Direct Deposit,2018-07-20
5004755192,91,Direct Deposit,2018-07-20
5004755193,200,Direct Deposit,2018-07-20
5004755194,180,Direct Deposit,2018-07-20
5004755195,110,Direct Deposit,2018-07-20
5004755196,91,Direct Deposit,2018-07-20
5004755197,71,Direct Deposit,2018-07-20
5004755198,110,Direct Deposit,2018-07-20
5004755199,71,Direct Deposit,2018-07-20
5004755200,1141,Direct Deposit,2018-07-20
5004755201,250,Direct Deposit,2018-07-20
5004755202,799,Direct Deposit,2018-07-20
5004755203,50,Direct Deposit,2018-07-20
5004755204,359,Direct Deposit,2018-07-20
5004755205,110,Direct Deposit,2018-07-20
5004755207,549,Direct Deposit,2018-07-20
5004755209,402,Direct Deposit,2018-07-20
5004755210,359,Direct Deposit,2018-07-20
5004755211,4740,Direct Deposit,2018-07-20
5004755212,700,Direct Deposit,2018-07-20
5004755213,110,Direct Deposit,2018-07-20
5004755214,50,Direct Deposit,2018-07-20
5004755216,631,Direct Deposit,2018-07-20
5004755217,110,Direct Deposit,2018-07-20
5004755220,71,Direct Deposit,2018-07-20
5004755221,391,Direct Deposit,2018-07-20
5004755223,141,Direct Deposit,2018-07-20
5004755225,402,Direct Deposit,2018-07-20
5004755226,381,Direct Deposit,2018-07-20
5004755227,1,Direct Deposit,2018-07-20
5004755228,151,Direct Deposit,2018-07-20
5004755232,275,Direct Deposit,2018-07-20
5004755233,110,Direct Deposit,2018-07-20
5004755234,71,Direct Deposit,2018-07-20
5004755237,220,Direct Deposit,2018-07-20
5004755239,801,Direct Deposit,2018-07-20
5004755241,110,Direct Deposit,2018-07-20
5004755242,91,Direct Deposit,2018-07-20
5004755243,1141,Direct Deposit,2018-07-20
5004755244,861,Direct Deposit,2018-07-20
5004755245,379,Direct Deposit,2018-07-20
5004755246,91,Direct Deposit,2018-07-20
5004755247,529,Direct Deposit,2018-07-20
5004755248,70,Direct Deposit,2018-07-20
5004755249,241,Direct Deposit,2018-07-20
5004755250,861,Direct Deposit,2018-07-20
5004755251,50,Direct Deposit,2018-07-20
5004755252,71,Direct Deposit,2018-07-20
5004755253,140,Direct Deposit,2018-07-20
5004755254,91,Direct Deposit,2018-07-20
5004755256,110,Direct Deposit,2018-07-20
5004755257,71,Direct Deposit,2018-07-20
5004755258,130,Direct Deposit,2018-07-20
5004755259,441,Direct Deposit,2018-07-20
5004755260,170,Direct Deposit,2018-07-20
5004755261,91,Direct Deposit,2018-07-20
5004755262,71,Direct Deposit,2018-07-20
5004755263,391,Direct Deposit,2018-07-20
5004755264,1026,Direct Deposit,2018-07-20
5004755265,50,Direct Deposit,2018-07-20
5004755266,320,Direct Deposit,2018-07-20
5004755270,71,Direct Deposit,2018-07-20
5004755271,170,Direct Deposit,2018-07-20
5004755272,1140,Direct Deposit,2018-07-20
5004755273,4530,Direct Deposit,2018-07-20
5004755274,668,Direct Deposit,2018-07-20
5004755276,71,Direct Deposit,2018-07-20
5004755277,71,Direct Deposit,2018-07-20
5004755278,402,Direct Deposit,2018-07-20
5004755279,619,Direct Deposit,2018-07-20
5004755280,71,Direct Deposit,2018-07-20
5004755282,130,Direct Deposit,2018-07-20
5004755284,50,Direct Deposit,2018-07-20
5004755286,279,Direct Deposit,2018-07-20
5004755288,71,Direct Deposit,2018-07-20
5004755292,141,Direct Deposit,2018-07-20
5004755294,519,Direct Deposit,2018-07-20
5004755296,725,Direct Deposit,2018-07-20
5004755298,1931,Direct Deposit,2018-07-20
5004755300,822,Direct Deposit,2018-07-20
5004755304,241,Direct Deposit,2018-07-20
