tracking_nr,cod_received,chq_nr,deposit_date
5005642500,581,Direct Deposit,2018-07-30
5005642504,565,Direct Deposit,2018-07-30
5005642505,174,Direct Deposit,2018-07-30
5005642507,599,Direct Deposit,2018-07-30
5005642511,731,Direct Deposit,2018-07-30
5005642517,318,Direct Deposit,2018-07-30
5005642519,1476,Direct Deposit,2018-07-30
5005642520,91,Direct Deposit,2018-07-30
5005642522,1540,Direct Deposit,2018-07-30
5005642525,62,Direct Deposit,2018-07-30
5005642530,176,Direct Deposit,2018-07-30
5005642531,66,Direct Deposit,2018-07-30
5005642536,65,Direct Deposit,2018-07-30
5005642537,40,Direct Deposit,2018-07-30
5005642541,39,Direct Deposit,2018-07-30
5005642543,83,Direct Deposit,2018-07-30
5005642548,187,Direct Deposit,2018-07-30
5005642549,791,Direct Deposit,2018-07-30
5005642550,425,Direct Deposit,2018-07-30
5005642551,316,Direct Deposit,2018-07-30
5005642554,87,Direct Deposit,2018-07-30
5005642555,481,Direct Deposit,2018-07-30
5005642558,66,Direct Deposit,2018-07-30
5005642561,1498,Direct Deposit,2018-07-30
5005642562,1286,Direct Deposit,2018-07-30
5005642564,940,Direct Deposit,2018-07-30
5005642569,386,Direct Deposit,2018-07-30
5005642572,386,Direct Deposit,2018-07-30
5005642573,665,Direct Deposit,2018-07-30
5005642577,2840,Direct Deposit,2018-07-30
5005642580,1986,Direct Deposit,2018-07-30
5005642593,542,Direct Deposit,2018-07-30
5005642599,540,Direct Deposit,2018-07-30
5005642600,601,Direct Deposit,2018-07-30
5005642601,319,Direct Deposit,2018-07-30
5005642602,1787,Direct Deposit,2018-07-30
5005642605,431,Direct Deposit,2018-07-30
5005642606,1180,Direct Deposit,2018-07-30
5005642609,437,Direct Deposit,2018-07-30
5005642610,920,Direct Deposit,2018-07-30
5005642611,1151,Direct Deposit,2018-07-30
5005642615,282,Direct Deposit,2018-07-30
5005642617,107,Direct Deposit,2018-07-30
5005642628,88,Direct Deposit,2018-07-30
5005642631,255,Direct Deposit,2018-07-30
5005642633,865,Direct Deposit,2018-07-30
5005642634,161,Direct Deposit,2018-07-30
5005642637,998,Direct Deposit,2018-07-30
5005642641,465,Direct Deposit,2018-07-30
5005642642,128,Direct Deposit,2018-07-30
5005642645,166,Direct Deposit,2018-07-30
5005642646,540,Direct Deposit,2018-07-30
5005642652,290,Direct Deposit,2018-07-30
5005642653,1604,Direct Deposit,2018-07-30
5005642654,181,Direct Deposit,2018-07-30
5005642655,944,Direct Deposit,2018-07-30
5005642657,840,Direct Deposit,2018-07-30
5005642660,796,Direct Deposit,2018-07-30
5005642661,277,Direct Deposit,2018-07-30
5005642663,798,Direct Deposit,2018-07-30
5005642664,771,Direct Deposit,2018-07-30
5005642666,125,Direct Deposit,2018-07-30
5005642670,35,Direct Deposit,2018-07-30
5005642671,385,Direct Deposit,2018-07-30
5005642672,266,Direct Deposit,2018-07-30
5005642673,168,Direct Deposit,2018-07-30
5005642676,287,Direct Deposit,2018-07-30
5005642677,331,Direct Deposit,2018-07-30
5005642679,858,Direct Deposit,2018-07-30
5005642683,665,Direct Deposit,2018-07-30
5005642684,413,Direct Deposit,2018-07-30
5005642687,146,Direct Deposit,2018-07-30
5005642688,33,Direct Deposit,2018-07-30
5005642694,1505,Direct Deposit,2018-07-30
5005642696,88,Direct Deposit,2018-07-30
5005642698,1040,Direct Deposit,2018-07-30
5005642699,940,Direct Deposit,2018-07-30
5005642700,886,Direct Deposit,2018-07-30
5005642701,112,Direct Deposit,2018-07-30
5005642702,1618,Direct Deposit,2018-07-30
5005642703,125,Direct Deposit,2018-07-30
5005642711,383,Direct Deposit,2018-07-30
5005642715,965,Direct Deposit,2018-07-30
5005642717,392,Direct Deposit,2018-07-30
5005642723,221,Direct Deposit,2018-07-30
5005642726,1123,Direct Deposit,2018-07-30
5005642728,243,Direct Deposit,2018-07-30
5005642729,740,Direct Deposit,2018-07-30
5005642731,224,Direct Deposit,2018-07-30
5005642732,477,Direct Deposit,2018-07-30
5005642736,286,Direct Deposit,2018-07-30
5005642737,1197,Direct Deposit,2018-07-30
5005642739,366,Direct Deposit,2018-07-30
5005642741,517,Direct Deposit,2018-07-30
5005642746,938,Direct Deposit,2018-07-30
5005642752,101,Direct Deposit,2018-07-30
5005642754,33,Direct Deposit,2018-07-30
5005642755,283,Direct Deposit,2018-07-30
5005642756,249,Direct Deposit,2018-07-30
5005642760,520,Direct Deposit,2018-07-30
5005642769,1095,Direct Deposit,2018-07-30
5005642771,571,Direct Deposit,2018-07-30
5005642772,87,Direct Deposit,2018-07-30
5005642774,1368,Direct Deposit,2018-07-30
5005642777,940,Direct Deposit,2018-07-30
5005642778,128,Direct Deposit,2018-07-30
5005642783,1014,Direct Deposit,2018-07-30
5005642784,240,Direct Deposit,2018-07-30
5005642789,880,Direct Deposit,2018-07-30
5005642792,183,Direct Deposit,2018-07-30
5005642795,1575,Direct Deposit,2018-07-30
5005642797,362,Direct Deposit,2018-07-30
5005642800,441,Direct Deposit,2018-07-30
5005642801,107,Direct Deposit,2018-07-30
5005642802,2077,Direct Deposit,2018-07-30
5005642803,252,Direct Deposit,2018-07-30
5005642804,586,Direct Deposit,2018-07-30
5005642805,965,Direct Deposit,2018-07-30
5005642806,407,Direct Deposit,2018-07-30
5005642809,840,Direct Deposit,2018-07-30
5005642811,400,Direct Deposit,2018-07-30
5005642812,1628,Direct Deposit,2018-07-30
5005642813,1052,Direct Deposit,2018-07-30
5005642815,780,Direct Deposit,2018-07-30
5005642816,1740,Direct Deposit,2018-07-30
5005642817,311,Direct Deposit,2018-07-30
5005642819,4,Direct Deposit,2018-07-30
5005642822,142,Direct Deposit,2018-07-30
5005642823,475,Direct Deposit,2018-07-30
5005642824,691,Direct Deposit,2018-07-30
5005642825,201,Direct Deposit,2018-07-30
5005642828,710,Direct Deposit,2018-07-30
5005642832,706,Direct Deposit,2018-07-30
5005642834,307,Direct Deposit,2018-07-30
5005642837,580,Direct Deposit,2018-07-30
5005642839,265,Direct Deposit,2018-07-30
5005642840,183,Direct Deposit,2018-07-30
5005642842,385,Direct Deposit,2018-07-30
5005642847,162,Direct Deposit,2018-07-30
5005642850,866,Direct Deposit,2018-07-30
5005642851,639,Direct Deposit,2018-07-30
5005642856,94,Direct Deposit,2018-07-30
5005642861,219,Direct Deposit,2018-07-30
5005642864,1087,Direct Deposit,2018-07-30
5005642867,265,Direct Deposit,2018-07-30
5005642869,754,Direct Deposit,2018-07-30
5005642872,265,Direct Deposit,2018-07-30
5005642873,516,Direct Deposit,2018-07-30
5005642875,465,Direct Deposit,2018-07-30
5005642876,290,Direct Deposit,2018-07-30
5005642877,686,Direct Deposit,2018-07-30
5005642887,88,Direct Deposit,2018-07-30
5005642889,535,Direct Deposit,2018-07-30
5005642893,240,Direct Deposit,2018-07-30
5005642900,351,Direct Deposit,2018-07-30
5005642901,271,Direct Deposit,2018-07-30
5005642902,1194,Direct Deposit,2018-07-30
5005642904,1312,Direct Deposit,2018-07-30
5005642906,307,Direct Deposit,2018-07-30
5005642909,465,Direct Deposit,2018-07-30
5005642912,787,Direct Deposit,2018-07-30
5005642914,211,Direct Deposit,2018-07-30
5005642917,661,Direct Deposit,2018-07-30
5005642920,60,Direct Deposit,2018-07-30
5005642921,1216,Direct Deposit,2018-07-30
5005642925,220,Direct Deposit,2018-07-30
5005642926,271,Direct Deposit,2018-07-30
5005642928,261,Direct Deposit,2018-07-30
5005642930,200,Direct Deposit,2018-07-30
5005642931,236,Direct Deposit,2018-07-30
5005642934,1057,Direct Deposit,2018-07-30
5005642935,1331,Direct Deposit,2018-07-30
5005642937,647,Direct Deposit,2018-07-30
5005642938,1365,Direct Deposit,2018-07-30
5005642939,286,Direct Deposit,2018-07-30
5005642940,20,Direct Deposit,2018-07-30
5005642942,540,Direct Deposit,2018-07-30
5005642944,1140,Direct Deposit,2018-07-30
5005642945,1040,Direct Deposit,2018-07-30
5005642946,986,Direct Deposit,2018-07-30
5005642947,2465,Direct Deposit,2018-07-30
5005642948,440,Direct Deposit,2018-07-30
5005642954,1059,Direct Deposit,2018-07-30
5005642955,640,Direct Deposit,2018-07-30
5005642956,807,Direct Deposit,2018-07-30
5005642958,495,Direct Deposit,2018-07-30
5005642959,550,Direct Deposit,2018-07-30
5005642960,919,Direct Deposit,2018-07-30
5005642961,1244,Direct Deposit,2018-07-30
5005642963,365,Direct Deposit,2018-07-30
5005642964,1465,Direct Deposit,2018-07-30
5005642966,86,Direct Deposit,2018-07-30
5005642968,65,Direct Deposit,2018-07-30
5005642969,20,Direct Deposit,2018-07-30
5005642970,765,Direct Deposit,2018-07-30
5005642973,211,Direct Deposit,2018-07-30
5005642975,753,Direct Deposit,2018-07-30
5005642976,786,Direct Deposit,2018-07-30
5005642977,341,Direct Deposit,2018-07-30
5005642978,991,Direct Deposit,2018-07-30
5005642980,310,Direct Deposit,2018-07-30
5005642981,265,Direct Deposit,2018-07-30
5005642983,602,Direct Deposit,2018-07-30
5005642984,1691,Direct Deposit,2018-07-30
5005642985,170,Direct Deposit,2018-07-30
5005642986,186,Direct Deposit,2018-07-30
5005642989,58,Direct Deposit,2018-07-30
5005642990,368,Direct Deposit,2018-07-30
5005642992,27,Direct Deposit,2018-07-30
5005642994,191,Direct Deposit,2018-07-30
5005642995,240,Direct Deposit,2018-07-30
5005642996,308,Direct Deposit,2018-07-30
5005642997,886,Direct Deposit,2018-07-30
5005642998,1165,Direct Deposit,2018-07-30
5005642999,807,Direct Deposit,2018-07-30
5005643000,940,Direct Deposit,2018-07-30
5005643004,1099,Direct Deposit,2018-07-30
5005643005,355,Direct Deposit,2018-07-30
5005643006,180,Direct Deposit,2018-07-30
5005643007,701,Direct Deposit,2018-07-30
5005643011,937,Direct Deposit,2018-07-30
5005643014,337,Direct Deposit,2018-07-30
5005643019,455,Direct Deposit,2018-07-30
5005643021,391,Direct Deposit,2018-07-30
5005643023,547,Direct Deposit,2018-07-30
5005643024,1385,Direct Deposit,2018-07-30
5005643028,142,Direct Deposit,2018-07-30
5005643033,736,Direct Deposit,2018-07-30
5005643035,823,Direct Deposit,2018-07-30
5005643037,491,Direct Deposit,2018-07-30
5005643048,135,Direct Deposit,2018-07-30
5005643051,502,Direct Deposit,2018-07-30
5005643055,540,Direct Deposit,2018-07-30
5005643056,886,Direct Deposit,2018-07-30
5005643059,372,Direct Deposit,2018-07-30
5005643062,1037,Direct Deposit,2018-07-30
5005643063,766,Direct Deposit,2018-07-30
5005643068,1440,Direct Deposit,2018-07-30
5005643069,121,Direct Deposit,2018-07-30
5005643070,970,Direct Deposit,2018-07-30
5005643072,335,Direct Deposit,2018-07-30
5005643074,340,Direct Deposit,2018-07-30
5005643075,176,Direct Deposit,2018-07-30
5005643076,142,Direct Deposit,2018-07-30
5005643078,72,Direct Deposit,2018-07-30
5005643080,3,Direct Deposit,2018-07-30
5005643081,86,Direct Deposit,2018-07-30
5005643082,885,Direct Deposit,2018-07-30
5005643085,220,Direct Deposit,2018-07-30
5005643089,32,Direct Deposit,2018-07-30
5005643090,117,Direct Deposit,2018-07-30
5005643092,336,Direct Deposit,2018-07-30
5005643094,316,Direct Deposit,2018-07-30
5005643095,167,Direct Deposit,2018-07-30
5005643097,1719,Direct Deposit,2018-07-30
5005643101,391,Direct Deposit,2018-07-30
5005643104,686,Direct Deposit,2018-07-30
5005643106,986,Direct Deposit,2018-07-30
5005643107,87,Direct Deposit,2018-07-30
5005643109,330,Direct Deposit,2018-07-30
5005643112,76,Direct Deposit,2018-07-30
5005643114,186,Direct Deposit,2018-07-30
5005643115,77,Direct Deposit,2018-07-30
5005643118,854,Direct Deposit,2018-07-30
5005643120,1463,Direct Deposit,2018-07-30
5005643121,318,Direct Deposit,2018-07-30
5005643123,230,Direct Deposit,2018-07-30
5005643124,185,Direct Deposit,2018-07-30
5005643131,1186,Direct Deposit,2018-07-30
5005643134,294,Direct Deposit,2018-07-30
5005643135,161,Direct Deposit,2018-07-30
5005643136,311,Direct Deposit,2018-07-30
5005643151,106,Direct Deposit,2018-07-30
5005643154,646,Direct Deposit,2018-07-30
5005643157,1140,Direct Deposit,2018-07-30
5005643158,521,Direct Deposit,2018-07-30
5005643160,119,Direct Deposit,2018-07-30
5005643161,120,Direct Deposit,2018-07-30
5005643163,440,Direct Deposit,2018-07-30
5005643164,186,Direct Deposit,2018-07-30
5005643165,747,Direct Deposit,2018-07-30
5005643167,40,Direct Deposit,2018-07-30
5005643171,641,Direct Deposit,2018-07-30
5005643172,1198,Direct Deposit,2018-07-30
5005643175,460,Direct Deposit,2018-07-30
5005643177,332,Direct Deposit,2018-07-30
5005643178,190,Direct Deposit,2018-07-30
5005643181,561,Direct Deposit,2018-07-30
5005643183,163,Direct Deposit,2018-07-30
5005643186,66,Direct Deposit,2018-07-30
5005643190,269,Direct Deposit,2018-07-30
5005643194,986,Direct Deposit,2018-07-30
5005643195,264,Direct Deposit,2018-07-30
5005643197,1140,Direct Deposit,2018-07-30
5005643198,636,Direct Deposit,2018-07-30
5005643200,236,Direct Deposit,2018-07-30
5005643204,475,Direct Deposit,2018-07-30
5005643206,548,Direct Deposit,2018-07-30
5005643211,341,Direct Deposit,2018-07-30
5005643213,62,Direct Deposit,2018-07-30
5005643214,372,Direct Deposit,2018-07-30
5005643215,472,Direct Deposit,2018-07-30
5005643216,349,Direct Deposit,2018-07-30
5005643219,45,Direct Deposit,2018-07-30
5005643221,215,Direct Deposit,2018-07-30
5005643223,346,Direct Deposit,2018-07-30
5005643224,1340,Direct Deposit,2018-07-30
5005643226,325,Direct Deposit,2018-07-30
5005643228,709,Direct Deposit,2018-07-30
5005643230,96,Direct Deposit,2018-07-30
5005643231,1766,Direct Deposit,2018-07-30
5005643232,732,Direct Deposit,2018-07-30
5005643233,208,Direct Deposit,2018-07-30
5005643235,120,Direct Deposit,2018-07-30
5005643237,236,Direct Deposit,2018-07-30
5005643239,2265,Direct Deposit,2018-07-30
5005643240,99,Direct Deposit,2018-07-30
5005643241,9,Direct Deposit,2018-07-30
5005643242,211,Direct Deposit,2018-07-30
5005643248,228,Direct Deposit,2018-07-30
5005643249,140,Direct Deposit,2018-07-30
5005643250,103,Direct Deposit,2018-07-30
5005643252,952,Direct Deposit,2018-07-30
5005643253,621,Direct Deposit,2018-07-30
5005643259,238,Direct Deposit,2018-07-30
5005643261,924,Direct Deposit,2018-07-30
5005643262,677,Direct Deposit,2018-07-30
5005643264,1586,Direct Deposit,2018-07-30
5005643265,588,Direct Deposit,2018-07-30
5005643267,324,Direct Deposit,2018-07-30
5005643270,841,Direct Deposit,2018-07-30
5005643272,431,Direct Deposit,2018-07-30
5005643274,1042,Direct Deposit,2018-07-30
5005643278,965,Direct Deposit,2018-07-30
5005643279,765,Direct Deposit,2018-07-30
5005643282,336,Direct Deposit,2018-07-30
5005643283,244,Direct Deposit,2018-07-30
5005643284,387,Direct Deposit,2018-07-30
5005643285,101,Direct Deposit,2018-07-30
5005643287,177,Direct Deposit,2018-07-30
5005643289,588,Direct Deposit,2018-07-30
5005643290,142,Direct Deposit,2018-07-30
5005643292,486,Direct Deposit,2018-07-30
5005643296,272,Direct Deposit,2018-07-30
5005643297,1,Direct Deposit,2018-07-30
5005643302,765,Direct Deposit,2018-07-30
5005643305,986,Direct Deposit,2018-07-30
5005643307,296,Direct Deposit,2018-07-30
5005643308,450,Direct Deposit,2018-07-30
5005643309,8,Direct Deposit,2018-07-30
5005643311,719,Direct Deposit,2018-07-30
5005643313,54,Direct Deposit,2018-07-30
5005643314,740,Direct Deposit,2018-07-30
5005643315,815,Direct Deposit,2018-07-30
5005643316,565,Direct Deposit,2018-07-30
5005643317,514,Direct Deposit,2018-07-30
5005643318,207,Direct Deposit,2018-07-30
5005643319,436,Direct Deposit,2018-07-30
5005643320,291,Direct Deposit,2018-07-30
5005643321,61,Direct Deposit,2018-07-30
5005643322,1627,Direct Deposit,2018-07-30
5005643325,336,Direct Deposit,2018-07-30
5005643331,615,Direct Deposit,2018-07-30
5005643332,265,Direct Deposit,2018-07-30
5005643334,42,Direct Deposit,2018-07-30
5005643335,327,Direct Deposit,2018-07-30
5005643337,100,Direct Deposit,2018-07-30
5005643339,107,Direct Deposit,2018-07-30
5005643341,86,Direct Deposit,2018-07-30
5005643343,187,Direct Deposit,2018-07-30
5005643345,162,Direct Deposit,2018-07-30
5005643346,640,Direct Deposit,2018-07-30
5005643348,845,Direct Deposit,2018-07-30
5005643349,632,Direct Deposit,2018-07-30
5005643351,886,Direct Deposit,2018-07-30
5005643352,865,Direct Deposit,2018-07-30
5005643354,940,Direct Deposit,2018-07-30
5005643357,2467,Direct Deposit,2018-07-30
5005643360,640,Direct Deposit,2018-07-30
5005643361,62,Direct Deposit,2018-07-30
5005643363,241,Direct Deposit,2018-07-30
5005643365,2609,Direct Deposit,2018-07-30
5005643370,461,Direct Deposit,2018-07-30
5005643372,1691,Direct Deposit,2018-07-30
5005643373,177,Direct Deposit,2018-07-30
5005643378,820,Direct Deposit,2018-07-30
5005643383,1040,Direct Deposit,2018-07-30
5005643386,566,Direct Deposit,2018-07-30
5005643387,954,Direct Deposit,2018-07-30
5005643389,1188,Direct Deposit,2018-07-30
5005643390,766,Direct Deposit,2018-07-30
5005643391,288,Direct Deposit,2018-07-30
5005643394,119,Direct Deposit,2018-07-30
5005643397,71,Direct Deposit,2018-07-30
5005643398,1587,Direct Deposit,2018-07-30
5005643400,357,Direct Deposit,2018-07-30
5005643401,937,Direct Deposit,2018-07-30
5005643402,261,Direct Deposit,2018-07-30
5005643404,1126,Direct Deposit,2018-07-30
5005643405,269,Direct Deposit,2018-07-30
5005643406,419,Direct Deposit,2018-07-30
5005643407,1540,Direct Deposit,2018-07-30
5005643409,927,Direct Deposit,2018-07-30
5005643410,1962,Direct Deposit,2018-07-30
5005643412,548,Direct Deposit,2018-07-30
5005643416,616,Direct Deposit,2018-07-30
5005643417,1159,Direct Deposit,2018-07-30
5005643418,288,Direct Deposit,2018-07-30
5005643419,2091,Direct Deposit,2018-07-30
5005643424,50,Direct Deposit,2018-07-30
5005643425,362,Direct Deposit,2018-07-30
5005643426,970,Direct Deposit,2018-07-30
5005643430,107,Direct Deposit,2018-07-30
5005643432,938,Direct Deposit,2018-07-30
5005643434,295,Direct Deposit,2018-07-30
5005643435,339,Direct Deposit,2018-07-30
5005643436,191,Direct Deposit,2018-07-30
5005643437,176,Direct Deposit,2018-07-30
5005643438,2440,Direct Deposit,2018-07-30
5005643441,291,Direct Deposit,2018-07-30
5005643446,116,Direct Deposit,2018-07-30
5005643447,386,Direct Deposit,2018-07-30
5005643451,57,Direct Deposit,2018-07-30
5005643452,42,Direct Deposit,2018-07-30
5005643456,644,Direct Deposit,2018-07-30
5005643457,346,Direct Deposit,2018-07-30
5005643461,165,Direct Deposit,2018-07-30
5005643462,100,Direct Deposit,2018-07-30
5005643464,388,Direct Deposit,2018-07-30
5005643465,125,Direct Deposit,2018-07-30
5005643467,391,Direct Deposit,2018-07-30
5005643472,119,Direct Deposit,2018-07-30
5005643474,686,Direct Deposit,2018-07-30
5005643475,1418,Direct Deposit,2018-07-30
5005643476,1325,Direct Deposit,2018-07-30
5005643477,186,Direct Deposit,2018-07-30
5005643479,55,Direct Deposit,2018-07-30
5005643481,106,Direct Deposit,2018-07-30
5005643482,258,Direct Deposit,2018-07-30
5005643483,1028,Direct Deposit,2018-07-30
5005643484,940,Direct Deposit,2018-07-30
5005643486,83,Direct Deposit,2018-07-30
5005643487,200,Direct Deposit,2018-07-30
5005643493,1581,Direct Deposit,2018-07-30
5005643494,27,Direct Deposit,2018-07-30
5005643495,942,Direct Deposit,2018-07-30
5005643497,257,Direct Deposit,2018-07-30
5005643502,590,Direct Deposit,2018-07-30
5005643504,141,Direct Deposit,2018-07-30
5005643506,965,Direct Deposit,2018-07-30
5005643508,706,Direct Deposit,2018-07-30
5005643511,55,Direct Deposit,2018-07-30
5005643512,170,Direct Deposit,2018-07-30
5005643514,740,Direct Deposit,2018-07-30
5005643515,412,Direct Deposit,2018-07-30
5005643516,691,Direct Deposit,2018-07-30
5005643517,211,Direct Deposit,2018-07-30
5005643519,386,Direct Deposit,2018-07-30
5005643520,337,Direct Deposit,2018-07-30
5005643522,901,Direct Deposit,2018-07-30
5005643524,836,Direct Deposit,2018-07-30
5005643527,565,Direct Deposit,2018-07-30
5005643533,965,Direct Deposit,2018-07-30
5005643535,121,Direct Deposit,2018-07-30
5005643536,621,Direct Deposit,2018-07-30
5005643537,387,Direct Deposit,2018-07-30
5005643540,216,Direct Deposit,2018-07-30
5005643541,391,Direct Deposit,2018-07-30
5005643542,586,Direct Deposit,2018-07-30
5005643549,57,Direct Deposit,2018-07-30
5005643551,805,Direct Deposit,2018-07-30
5005643552,660,Direct Deposit,2018-07-30
5005643556,41,Direct Deposit,2018-07-30
5005643557,911,Direct Deposit,2018-07-30
5005643560,211,Direct Deposit,2018-07-30
5005643564,690,Direct Deposit,2018-07-30
5005643565,221,Direct Deposit,2018-07-30
5005643568,672,Direct Deposit,2018-07-30
5005643570,2132,Direct Deposit,2018-07-30
5005643573,586,Direct Deposit,2018-07-30
5005643574,140,Direct Deposit,2018-07-30
5005643575,308,Direct Deposit,2018-07-30
5005643583,157,Direct Deposit,2018-07-30
5005643586,466,Direct Deposit,2018-07-30
5005643590,686,Direct Deposit,2018-07-30
5005643591,1019,Direct Deposit,2018-07-30
5005643592,336,Direct Deposit,2018-07-30
5005643596,146,Direct Deposit,2018-07-30
5005643597,365,Direct Deposit,2018-07-30
5005643598,737,Direct Deposit,2018-07-30
5005643600,121,Direct Deposit,2018-07-30
5005643603,965,Direct Deposit,2018-07-30
5005643609,1481,Direct Deposit,2018-07-30
5005643612,886,Direct Deposit,2018-07-30
5005643613,127,Direct Deposit,2018-07-30
5005643615,232,Direct Deposit,2018-07-30
5005643616,590,Direct Deposit,2018-07-30
5005643617,347,Direct Deposit,2018-07-30
5005643619,765,Direct Deposit,2018-07-30
5005643623,507,Direct Deposit,2018-07-30
5005643624,299,Direct Deposit,2018-07-30
5005643626,218,Direct Deposit,2018-07-30
5005643627,29,Direct Deposit,2018-07-30
5005643632,121,Direct Deposit,2018-07-30
5005643636,261,Direct Deposit,2018-07-30
5005643638,282,Direct Deposit,2018-07-30
5005643639,236,Direct Deposit,2018-07-30
5005643640,1480,Direct Deposit,2018-07-30
5005643645,194,Direct Deposit,2018-07-30
5005643646,1429,Direct Deposit,2018-07-30
5005643651,43,Direct Deposit,2018-07-30
5005643652,857,Direct Deposit,2018-07-30
5005643655,857,Direct Deposit,2018-07-30
5005643656,269,Direct Deposit,2018-07-30
5005643658,40,Direct Deposit,2018-07-30
5005643659,461,Direct Deposit,2018-07-30
5005643661,803,Direct Deposit,2018-07-30
5005643662,615,Direct Deposit,2018-07-30
5005643663,540,Direct Deposit,2018-07-30
5005643664,540,Direct Deposit,2018-07-30
5005643665,417,Direct Deposit,2018-07-30
5005643667,665,Direct Deposit,2018-07-30
5005643669,119,Direct Deposit,2018-07-30
5005643672,307,Direct Deposit,2018-07-30
5005643680,1286,Direct Deposit,2018-07-30
5005643683,688,Direct Deposit,2018-07-30
5005643685,146,Direct Deposit,2018-07-30
5005643687,47,Direct Deposit,2018-07-30
5005643689,752,Direct Deposit,2018-07-30
5005643690,537,Direct Deposit,2018-07-30
5005643693,892,Direct Deposit,2018-07-30
5005643694,365,Direct Deposit,2018-07-30
5005643696,160,Direct Deposit,2018-07-30
5005643698,118,Direct Deposit,2018-07-30
5005643700,438,Direct Deposit,2018-07-30
5005643701,965,Direct Deposit,2018-07-30
5005643705,736,Direct Deposit,2018-07-30
5005643706,565,Direct Deposit,2018-07-30
5005643708,244,Direct Deposit,2018-07-30
5005643710,886,Direct Deposit,2018-07-30
5005643712,171,Direct Deposit,2018-07-30
5005643714,266,Direct Deposit,2018-07-30
5005643715,241,Direct Deposit,2018-07-30
5005643716,1040,Direct Deposit,2018-07-30
5005643717,1025,Direct Deposit,2018-07-30
5005643719,128,Direct Deposit,2018-07-30
5005643721,1086,Direct Deposit,2018-07-30
5005643723,282,Direct Deposit,2018-07-30
5005643724,1490,Direct Deposit,2018-07-30
5005643725,265,Direct Deposit,2018-07-30
5005643726,291,Direct Deposit,2018-07-30
5005643730,536,Direct Deposit,2018-07-30
5005643733,940,Direct Deposit,2018-07-30
5005643734,42,Direct Deposit,2018-07-30
5005643735,352,Direct Deposit,2018-07-30
5005643737,352,Direct Deposit,2018-07-30
5005643738,82,Direct Deposit,2018-07-30
5005643741,2036,Direct Deposit,2018-07-30
5005643743,236,Direct Deposit,2018-07-30
5005643744,443,Direct Deposit,2018-07-30
5005643745,2664,Direct Deposit,2018-07-30
5005643746,1,Direct Deposit,2018-07-30
5005643747,868,Direct Deposit,2018-07-30
5005643748,897,Direct Deposit,2018-07-30
5005643750,440,Direct Deposit,2018-07-30
5005643751,2140,Direct Deposit,2018-07-30
5005643753,334,Direct Deposit,2018-07-30
5005643759,1309,Direct Deposit,2018-07-30
5005643761,4,Direct Deposit,2018-07-30
5005643766,1857,Direct Deposit,2018-07-30
5005643767,102,Direct Deposit,2018-07-30
5005643769,505,Direct Deposit,2018-07-30
5005643770,540,Direct Deposit,2018-07-30
5005643772,126,Direct Deposit,2018-07-30
5005643777,83,Direct Deposit,2018-07-30
5005643778,175,Direct Deposit,2018-07-30
5005643779,386,Direct Deposit,2018-07-30
5005643781,507,Direct Deposit,2018-07-30
5005643782,540,Direct Deposit,2018-07-30
5005643786,67,Direct Deposit,2018-07-30
5005643791,181,Direct Deposit,2018-07-30
5005643793,1519,Direct Deposit,2018-07-30
5005643795,607,Direct Deposit,2018-07-30
5005643797,608,Direct Deposit,2018-07-30
5005643806,181,Direct Deposit,2018-07-30
5005643814,1940,Direct Deposit,2018-07-30
5005643815,794,Direct Deposit,2018-07-30
5005643817,81,Direct Deposit,2018-07-30
5005643822,1042,Direct Deposit,2018-07-30
5005643827,100,Direct Deposit,2018-07-30
5005643829,357,Direct Deposit,2018-07-30
5005643830,354,Direct Deposit,2018-07-30
5005643832,919,Direct Deposit,2018-07-30
5005643833,965,Direct Deposit,2018-07-30
5005643834,359,Direct Deposit,2018-07-30
5005643835,377,Direct Deposit,2018-07-30
5005643836,90,Direct Deposit,2018-07-30
5005643839,236,Direct Deposit,2018-07-30
5005643841,186,Direct Deposit,2018-07-30
5005643845,375,Direct Deposit,2018-07-30
5005643847,67,Direct Deposit,2018-07-30
5005643850,675,Direct Deposit,2018-07-30
5005643854,719,Direct Deposit,2018-07-30
5005643859,456,Direct Deposit,2018-07-30
5005643861,210,Direct Deposit,2018-07-30
5005643863,381,Direct Deposit,2018-07-30
5005643865,1440,Direct Deposit,2018-07-30
5005643867,100,Direct Deposit,2018-07-30
5005643869,865,Direct Deposit,2018-07-30
5005643870,1367,Direct Deposit,2018-07-30
5005643871,91,Direct Deposit,2018-07-30
5005643872,1006,Direct Deposit,2018-07-30
5005643873,265,Direct Deposit,2018-07-30
5005643876,335,Direct Deposit,2018-07-30
5005643877,90,Direct Deposit,2018-07-30
5005643878,640,Direct Deposit,2018-07-30
5005643879,134,Direct Deposit,2018-07-30
5005643880,286,Direct Deposit,2018-07-30
5005643881,73,Direct Deposit,2018-07-30
5005643882,486,Direct Deposit,2018-07-30
5005643883,702,Direct Deposit,2018-07-30
5005643888,203,Direct Deposit,2018-07-30
5005643889,286,Direct Deposit,2018-07-30
5005643890,2618,Direct Deposit,2018-07-30
5005643894,871,Direct Deposit,2018-07-30
5005643898,515,Direct Deposit,2018-07-30
5005643900,124,Direct Deposit,2018-07-30
5005643902,155,Direct Deposit,2018-07-30
5005643905,208,Direct Deposit,2018-07-30
5005643906,232,Direct Deposit,2018-07-30
5005643907,440,Direct Deposit,2018-07-30
